省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/29 20:00,Ⅳ,23.81,6.77,-,4.69,1.629,0.025,0.02,0.963,136.96,10.87,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/29 20:00,Ⅱ,21.47,7.32,-,10.343,1.524,0.18,0.049,1.3,229.2,16,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/29 20:00,Ⅱ,20.59,8.056,-,6.995,0.81,0.2837,0.0848,1.6377,264.834,204.619,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/30 0:00,Ⅱ,23,7.28,-,6.708,0.69,0.025,0.014,0.726,112.8,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/30 0:00,Ⅲ,20.11,7.72,-,8.265,3.28,0.3278,0.1899,3.732,495.6,196.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 0:00,Ⅱ,23.3,8.03,-,6.559,1.052,0.025,0.005,0.815,111.44,4.29,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 0:00,Ⅱ,20.22,7.81,-,10.119,3.713,0.08,0.038,2.108,234.3,5.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 0:00,Ⅱ,23.26,7.84,-,7.375,1.73,0.09,0.0123,0.72,116.6,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 0:00,Ⅱ,20.31,7.45,-,10.677,1.647,0.025,0.0492,0.924,172.9,27.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 0:00,Ⅱ,20.7,7.51,-,6.272,2.111,0.025,0.0707,1.531,274.3,15.9,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 0:00,Ⅱ,19.18,6.85,-,6.461,2.451,0.124,0.0806,2.229,402.1,21.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 0:00,Ⅳ,23.77,6.76,-,4.67,1.457,0.025,0.017,0.97,136.02,10.73,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 0:00,Ⅱ,21.5,7.33,-,10.413,1.398,0.18,0.0574,1.424,229.1,15,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 0:00,Ⅱ,20.74,8.469,-,8.684,0.81,0.2837,0.0848,1.6377,240.871,95.308,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/30 4:00,Ⅱ,23,7.26,-,6.687,0.69,0.025,0.015,0.752,112.8,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/30 4:00,Ⅲ,20.01,7.68,-,8.204,2.65,0.3431,0.1476,3.485,507.4,105.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 4:00,Ⅱ,23.2,8,-,6.341,1.177,0.025,0.005,0.802,111.29,3.7,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 4:00,Ⅱ,19.92,7.57,-,8.833,3.315,0.08,0.0428,2.1,229.9,4.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 4:00,Ⅱ,23.18,7.81,-,7.354,1.75,0.18,0.0117,2.663,116.6,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 4:00,Ⅱ,20.21,7.76,-,10.787,1.716,0.025,0.0431,0.996,173.7,22.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 4:00,Ⅱ,20.37,7.48,-,6.199,2.293,0.025,0.0702,1.604,272.5,13.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 4:00,Ⅱ,18.97,6.84,-,6.47,2.451,0.1241,0.0837,2.124,405.5,21.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 4:00,Ⅳ,23.73,6.76,-,4.71,1.538,0.025,0.016,0.942,136.37,10.71,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 4:00,Ⅱ,21.55,7.25,-,10.009,1.425,0.18,0.0507,1.411,224.8,14.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 4:00,Ⅱ,20.79,8.687,-,9.224,0.72,0.1408,0.0688,1.4498,217.395,66.27,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/30 8:00,Ⅲ,19.88,7.68,-,7.893,2.96,0.2794,0.1428,3.443,521,141.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 8:00,-3,23.2,8.03,-,6.427,,0.025,0.005,0.125,111.38,3.65,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 8:00,Ⅱ,20.09,7.51,-,8.466,3.365,0.1,0.0431,2.157,229.1,5.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 8:00,Ⅱ,23.17,7.85,-,7.569,2.02,0.09,0.0129,1.167,116.6,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 8:00,Ⅱ,20.21,7.8,-,10.391,3.109,0.025,0.0417,1.469,173.3,21.8,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 8:00,Ⅱ,20.37,7.44,-,6.288,2.647,0.025,0.0717,1.833,273.9,18,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 8:00,Ⅱ,18.87,6.83,-,6.492,2.237,0.1238,0.0824,2.267,406.9,20.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 8:00,Ⅳ,23.67,6.75,-,4.69,1.386,0.025,0.017,0.97,136.58,10.59,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 8:00,Ⅱ,21.57,7.21,-,9.934,1.107,0.2,0.0644,1.42,224.2,13.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 8:00,Ⅱ,20.72,8.573,-,9.187,0.92,0.103,0.0644,1.4159,218.12,56.114,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/30 12:00,Ⅱ,23.4,7.34,-,7.028,0.83,0.025,0.011,0.919,112.4,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/30 12:00,Ⅲ,20.51,7.69,-,8.248,2.5,0.2455,0.1277,3.491,522.8,164.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 12:00,Ⅱ,24,8.12,-,6.696,0.9,0.025,0.005,0.838,111.5,4.2,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 12:00,Ⅱ,20.63,7.49,-,8.169,2.972,0.11,0.0442,2.012,228.9,5.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 12:00,Ⅴ,23.71,7.9,-,7.561,5.64,0.1,0.1685,3.277,116.7,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 12:00,Ⅱ,20.69,7.71,-,10.359,2.174,0.025,0.0414,1.24,175.1,26.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 12:00,Ⅱ,21.34,7.53,-,6.57,1.853,0.025,0.0759,1.738,280.7,22.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 12:00,Ⅱ,19.92,6.84,-,6.445,2.306,0.1296,0.0852,2.359,406,24.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 12:00,Ⅳ,24.32,6.82,-,4.96,1.366,0.025,0.018,0.963,136.95,10.34,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 12:00,Ⅱ,21.64,7.19,-,9.868,1.288,0.19,0.0129,1.418,222.6,13.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 12:00,Ⅱ,21.12,8.592,-,9.274,0.96,0.0957,0.0631,1.3967,230.604,52.959,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/30 16:00,Ⅱ,24.2,7.37,-,7.157,0.62,0.025,0.013,0.826,112.6,1.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 16:00,Ⅱ,24.1,8.15,-,6.93,1.061,0.025,0.005,0.823,111.41,1.32,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 16:00,Ⅱ,20.96,7.55,-,8.52,3.34,0.1,0.0398,2.084,228.7,5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 16:00,Ⅱ,24.01,7.96,-,7.602,2.36,0.08,0.0105,1.17,117,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 16:00,Ⅱ,21.08,7.83,-,10.816,1.886,0.025,0.0488,0.992,174.2,24.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 16:00,Ⅱ,21.96,7.65,-,7.031,2.164,0.025,0.0736,1.52,278.1,18.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 16:00,Ⅱ,20.47,6.86,-,6.665,2.459,0.1238,0.0847,2.324,404.8,23,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 16:00,Ⅲ,25.05,7.02,-,5.93,1.538,0.025,0.017,1.005,136.14,0.01,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 16:00,Ⅱ,21.65,7.16,-,9.745,1.064,0.18,0.043,1.347,221.5,12.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 16:00,Ⅱ,21,8.495,-,9.004,0.89,0.0835,0.06,1.4296,248.047,52.699,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/30 20:00,Ⅱ,23.2,7.36,-,7.125,0.72,0.025,0.015,0.792,112.8,1.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/30 20:00,Ⅱ,23.5,8.1,-,6.785,1.158,0.025,0.005,0.845,111.39,2.01,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/30 20:00,Ⅱ,20.83,7.64,-,9.285,3.335,0.1,0.0387,2.045,228.6,4.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/30 20:00,Ⅱ,23.57,7.92,-,7.653,1.91,0.11,0.0114,0.62,116.9,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/30 20:00,Ⅱ,20.69,7.52,-,10.928,1.567,0.025,0.0501,0.849,179.2,34.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/30 20:00,Ⅱ,20.81,7.57,-,6.307,2.411,0.025,0.0758,1.702,292.1,21.5,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/30 20:00,Ⅱ,19.91,6.87,-,6.709,2.468,0.1312,0.0826,2.153,404.9,18.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/30 20:00,-3,20.2,7.8,-,8.55,,0.04,0.01,1.25,133.91,5.36,,,维护
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/30 20:00,Ⅲ,24.18,6.97,-,5.77,1.74,0.025,0.017,1.019,135.69,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/30 20:00,Ⅱ,21.66,7.14,-,9.629,1.245,0.19,0.047,1.327,221.2,12.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/30 20:00,Ⅱ,20.78,8.397,-,8.784,0.89,0.0942,0.061,1.4883,251.26,51.18,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 0:00,Ⅱ,23,7.32,-,7.046,0.72,0.025,0.015,0.792,112.6,2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 0:00,Ⅱ,23.2,8.07,-,6.745,1.158,0.025,0.005,0.845,111.51,5.35,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 0:00,Ⅱ,20.24,7.53,-,8.66,3.335,0.1,0.0387,2.045,228.8,7.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 0:00,Ⅱ,23.28,7.91,-,7.63,1.91,0.11,0.0114,0.62,116.9,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 0:00,Ⅱ,20.31,7.79,-,10.736,1.567,0.025,0.0501,0.849,185.5,38.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 0:00,Ⅱ,20.27,7.51,-,6.233,2.411,0.025,0.0758,1.702,287.4,16.9,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 0:00,Ⅱ,19.38,6.83,-,6.57,2.468,0.1312,0.0826,2.153,407.9,21.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 0:00,-3,20.01,7.8,-,8.54,,0.04,0.01,1.25,132.96,4.44,,,维护
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 0:00,Ⅳ,23.77,6.77,-,4.73,1.487,0.025,0.02,1.061,137.18,0.04,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 0:00,Ⅱ,21.69,7.13,-,9.558,1.245,0.19,0.047,1.327,219.3,11.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 0:00,Ⅱ,20.65,8.319,-,8.588,0.89,0.0942,0.061,1.4883,266.051,65.228,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 4:00,Ⅱ,22.9,7.29,-,6.909,0.66,0.025,0.011,0.812,112.7,1.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 4:00,Ⅱ,23,8.04,-,6.598,1.134,0.025,0.005,0.817,111.36,1.65,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 4:00,Ⅱ,19.93,7.44,-,7.952,2.987,0.08,0.0437,2.12,228.8,4.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 4:00,Ⅱ,23.05,7.87,-,7.513,1.75,0.16,0.0101,0.916,116.7,1.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 4:00,Ⅱ,19.93,7.46,-,10.952,1.328,0.025,0.0464,0.646,186.1,26.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 4:00,Ⅱ,19.84,7.46,-,6.154,2.54,0.025,0.0702,1.638,285.7,14.6,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 4:00,Ⅱ,18.87,6.81,-,6.353,2.536,0.1431,0.086,2.215,410,20,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 4:00,Ⅰ,19.94,7.78,-,8.47,0.25,0.025,0.01,1.02,133.15,4.33,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 4:00,Ⅳ,23.55,6.7,-,4.32,1.305,0.025,0.019,1.061,137.87,0.04,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 4:00,Ⅱ,21.68,7.11,-,9.549,1.223,0.21,0.0482,1.278,218.3,11.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 4:00,Ⅱ,20.56,8.263,-,8.438,0.81,0.0883,0.0566,1.5234,252.861,53.559,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 8:00,Ⅱ,22.9,7.3,-,6.803,0.8,0.025,0.01,0.779,112.7,2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 8:00,Ⅱ,22.9,8.05,-,6.589,1.017,0.025,0.005,0.845,111.45,3.19,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 8:00,Ⅱ,19.96,7.44,-,7.737,2.913,0.13,0.0414,2.094,229.6,5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 8:00,Ⅰ,22.98,7.82,-,7.536,2,0.09,0.0098,0.961,116.3,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 8:00,Ⅱ,19.74,7.44,-,11.117,2.741,0.025,0.0325,1.313,185.7,21.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 8:00,Ⅱ,19.74,7.42,-,6.202,3.087,0.025,0.0728,2.032,292,18.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 8:00,Ⅱ,18.66,6.81,-,6.309,2.22,0.1435,0.0853,2.315,414.7,19.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 8:00,Ⅰ,19.89,7.79,-,8.69,1.57,0.03,0.01,1.02,132.66,3.72,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 8:00,Ⅳ,23.5,6.67,-,4.06,1.315,0.025,0.017,0.998,140.44,0.09,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 8:00,Ⅱ,21.67,7.09,-,9.491,1.223,0.21,0.0482,1.278,219.1,11.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 8:00,Ⅱ,20.57,8.299,-,8.452,1.19,0.1093,0.0569,1.4905,284.48,57.819,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 12:00,Ⅳ,23.3,7.38,-,7.193,6.27,0.025,0.015,1.624,112.5,1.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 12:00,Ⅱ,23.5,8.1,-,6.754,1.101,0.025,0.005,0.804,111.57,1.21,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 12:00,Ⅱ,20.77,7.45,-,8.29,2.694,0.14,0.0524,2.063,230.3,5.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 12:00,Ⅱ,23.45,7.92,-,7.564,1.72,0.09,0.012,1.076,117.1,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 12:00,Ⅱ,20.02,7.73,-,10.373,2.254,0.025,0.0286,0.925,185.9,24.8,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 12:00,Ⅱ,20.81,7.52,-,6.545,3.28,0.025,0.0797,1.871,300.4,28,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 12:00,Ⅱ,19.81,6.82,-,6.509,2.263,0.1493,0.081,2.419,421.4,20,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 12:00,Ⅰ,20.92,7.88,-,9.47,0.66,0.025,0.01,1.04,132.46,3.81,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 12:00,Ⅲ,23.95,6.8,-,5.11,1.315,0.025,0.017,0.998,138.36,0.13,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 12:00,Ⅱ,21.7,7.09,-,9.465,1.223,0.21,0.0482,1.278,219.2,10.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 12:00,Ⅱ,21.08,8.377,-,8.607,0.83,0.0987,0.0574,1.5556,277.021,62.805,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 16:00,Ⅱ,23.2,7.42,-,7.336,0.85,0.025,0.015,0.885,112.6,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/31 16:00,Ⅲ,20.55,7.72,-,9.059,3.2,0.2316,0.1761,3.118,514,174.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 16:00,Ⅱ,23.9,8.13,-,6.854,0.957,0.025,0.005,0.857,111.57,1.26,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 16:00,Ⅱ,20.68,7.43,-,8.009,2.873,0.11,0.0488,2.094,230.2,5.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 16:00,Ⅱ,23.61,7.95,-,7.658,1.65,0.09,0.0148,2.763,117.1,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 16:00,Ⅱ,20.5,7.86,-,10.304,2.234,0.025,0.0276,0.596,183.7,24.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 16:00,Ⅱ,21.29,7.61,-,6.862,2.636,0.025,0.0768,1.774,300.3,19.7,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 16:00,Ⅱ,20.38,6.84,-,6.367,2.365,0.1667,0.0819,2.413,420.8,20.6,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 16:00,Ⅰ,20.43,7.87,-,9.37,0.49,0.025,0.01,1.07,132.45,3.94,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 16:00,Ⅲ,24.18,6.96,-,5.75,1.487,0.025,0.018,0.488,137.39,0.08,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 16:00,Ⅱ,21.76,7.07,-,9.273,1.223,0.21,0.0482,1.278,216.1,10.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 16:00,Ⅱ,20.94,8.36,-,8.556,0.69,0.1016,0.0551,1.521,264.66,45.644,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/10/31 20:00,Ⅱ,22.9,7.38,-,7.13,0.67,0.025,0.013,0.859,112.7,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/10/31 20:00,Ⅲ,20.42,7.73,-,8.809,2.53,0.2795,0.1256,3.014,511.6,153,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/10/31 20:00,Ⅱ,23.1,8.11,-,7.031,1.022,0.025,0.005,0.833,111.47,9.39,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/10/31 20:00,Ⅱ,19.73,7.76,-,8.975,2.639,0.11,0.005,,2.6,5.5,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/10/31 20:00,Ⅱ,23.3,7.92,-,7.656,1.77,0.09,0.0132,3.274,116.9,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/10/31 20:00,Ⅱ,20.11,7.44,-,10.637,1.886,0.025,0.0285,0.599,186.2,29.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/10/31 20:00,Ⅱ,20.48,7.58,-,6.54,2.819,0.025,0.0778,1.711,300.8,19.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/10/31 20:00,Ⅱ,20,6.87,-,6.683,2.365,0.1546,0.0878,2.446,415.7,22.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/10/31 20:00,Ⅰ,20.07,7.84,-,9.12,0.25,0.04,0.02,1.05,135.05,5.76,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/10/31 20:00,Ⅳ,23.66,6.78,-,4.75,0.769,0.025,0.016,0.872,138.61,0.07,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/10/31 20:00,Ⅱ,21.79,7.01,-,9.428,1.003,0.11,0.0469,1.491,215.5,9.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/10/31 20:00,Ⅱ,20.83,8.275,-,8.316,0.72,0.1031,0.055,1.4822,268.234,52.944,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 0:00,Ⅱ,22.9,7.33,-,7.059,0.67,0.025,0.013,0.859,112.6,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 0:00,Ⅲ,20.36,7.73,-,8.65,2.72,0.2829,0.1516,3.024,506.5,125.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 0:00,Ⅱ,22.7,8.09,-,7.082,1.022,0.025,0.005,0.833,111.4,2.14,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 0:00,Ⅱ,20.45,7.37,-,7.41,3.082,0.12,0.0509,2.122,231.8,8.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 0:00,Ⅱ,23.1,7.88,-,7.612,1.83,0.09,0.0077,0.889,116.8,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 0:00,Ⅱ,20.02,7.38,-,10.351,1.886,0.025,0.0285,0.599,187.6,27.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 0:00,Ⅱ,20.16,7.52,-,6.226,2.819,0.025,0.0778,1.711,300.5,16.5,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 0:00,Ⅱ,19.38,6.83,-,6.519,2.605,0.1465,0.0869,2.28,414.5,20.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 0:00,Ⅰ,19.9,7.83,-,9.07,0.25,0.04,0.01,1.03,134.02,3.76,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 0:00,Ⅳ,23.55,6.78,-,4.97,0.89,0.025,0.016,1.04,137.56,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 0:00,Ⅱ,21.81,7.04,-,9.197,1.003,0.11,0.0469,1.491,214.4,10.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 0:00,Ⅱ,20.8,8.222,-,8.166,0.72,0.1031,0.055,1.4822,256.535,50.461,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 4:00,Ⅱ,22.9,7.31,-,6.966,0.74,0.025,0.011,0.819,112.7,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 4:00,Ⅲ,20.23,7.73,-,8.489,2.6,0.283,0.1342,3.061,503.5,114.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 4:00,Ⅱ,23.1,8.05,-,6.498,0.981,0.025,0.005,0.811,111.42,1.23,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 4:00,Ⅱ,20.16,7.41,-,7.816,3.042,0.12,0.0449,2.197,232.2,4.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 4:00,Ⅱ,23.01,7.82,-,7.484,1.67,0.12,0.0101,0.958,116.5,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 4:00,Ⅱ,19.84,7.51,-,10.149,1.756,0.025,0.0301,0.819,185.9,28.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 4:00,Ⅱ,19.95,7.47,-,6.115,2.4,0.025,0.073,1.752,297.9,14.1,,,正常
