监测时间,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
2022/3/19 20:00,16.37,7.587,7.249,1.38,0.1368,0.0503,1.8576,218.913,18.61
2022/3/20 0:00,15.47,7.849,10.338,0.86,0.025,0.0112,0.9184,122.69,1.414
2022/3/20 0:00,16.62,7.94,7.07,1.47,0.25,0.11,2.16,322.32,82.8
2022/3/20 0:00,15.48,8.796,10.457,1.1085,0.025,0.0072,0.6189,121.558,3.363
2022/3/20 0:00,14.8,8.556,10.622,0.7,0.0272,0.0062,0.965,133.468,2.836
2022/3/20 0:00,15.56,7.55,11.355,2.144,0.0312,0.0249,1.526,136.8,34.4
2022/3/20 0:00,17.06,7.44,9.089,1.093,0.0409,0.0463,1.126,166.9,20.4
2022/3/20 0:00,12.36,7.63,9.001,2.604,0.1123,0.0679,2.768,311.9,32.4
2022/3/20 0:00,11.63,8.245,12.946,0.8718,0.025,0.0112,1.1945,133.422,4.999
2022/3/20 0:00,17.04,7.48,9.44,1.589,0.025,0.019,0.206,166.1,3.77
2022/3/20 0:00,14.73,7.13,9.597,1.053,0.04,0.0165,2.133,188.7,8
2022/3/20 0:00,16.11,7.626,7.394,1.38,0.1368,0.0503,1.8576,209.754,23.578
2022/3/20 4:00,15.02,7.785,10.264,0.8,0.025,0.0063,1.071,122.934,1.366
2022/3/20 4:00,16.27,7.94,7.03,1.68,0.26,0.11,2.48,328.4,80.75
2022/3/20 4:00,15.34,8.724,10.331,1.1085,0.025,0.0079,0.6592,121.732,3.305
2022/3/20 4:00,14.7,8.543,10.508,0.7,0.025,0.0121,0.7789,138.837,2.551
2022/3/20 4:00,15.17,7.54,11.467,2.367,0.0541,0.0294,1.728,137.7,41.4
2022/3/20 4:00,16.84,7.45,8.849,1.19,0.0323,0.0468,1.165,167,17.3
2022/3/20 4:00,11.59,7.49,9.187,2.754,0.1217,0.059,2.516,317.3,27.3
2022/3/20 4:00,11.74,8.26,12.846,1.2082,0.025,0.0125,1.1435,135.247,5.095
2022/3/20 4:00,17.11,7.32,9.25,1.811,0.055,0.05,3.141,167.25,4.04
2022/3/20 4:00,15.14,7.19,9.551,1.634,0.04,0.0525,2.311,202.6,34.6
2022/3/20 4:00,15.89,7.602,7.446,1.29,0.1427,0.0501,1.8851,206.196,21.33
2022/3/20 8:00,14.59,7.712,10.214,0.86,0.025,0.0053,1.084,123.127,1.401
2022/3/20 8:00,16.09,7.95,6.62,2.03,0.24,0.12,2.17,339.9,137.28
2022/3/20 8:00,15.28,8.733,10.337,0.9906,0.025,0.0082,0.6963,122.048,3.275
2022/3/20 8:00,14.51,8.54,10.48,0.7,0.025,0.0108,1.049,137.752,2.487
2022/3/20 8:00,14.8,7.48,11.321,2.69,0.0715,0.0339,2.491,137,43.1
2022/3/20 8:00,16.64,7.44,8.866,1.259,0.0474,0.0463,1.854,167.4,19.7
2022/3/20 8:00,11.13,7.42,9.366,2.03,0.1398,0.0617,2.995,319.4,25.1
2022/3/20 8:00,11.69,8.29,13.025,1.1065,0.025,0.0145,1.0931,135.598,5.836
2022/3/20 8:00,14.6,7.32,10.519,1.1,0.1164,0.0581,1.249,189.4,20.6
2022/3/20 8:00,17.21,7.21,9.08,1.873,0.053,0.05,3.196,170.48,4.45
2022/3/20 8:00,14.81,7.14,9.527,0.882,0.04,0.0351,2.047,192,9.5
2022/3/20 8:00,15.75,7.592,7.327,1.28,0.133,0.0512,1.915,208.654,21.867
2022/3/20 12:00,14.16,7.678,10.237,0.77,0.025,0.0083,0.6076,123.279,1.341
2022/3/20 12:00,15.88,7.99,6.87,1.99,0.31,0.12,2.2,345.21,156.83
2022/3/20 12:00,15.18,8.769,10.441,1.1004,0.025,0.0066,0.7051,122.341,2.954
2022/3/20 12:00,14.4,8.523,10.602,0.7,0.025,0.005,0.9688,134.292,2.493
2022/3/20 12:00,14.71,7.44,11.547,2.006,0.0633,0.0373,1.036,134.5,40.8
2022/3/20 12:00,16.86,7.43,8.66,0.761,0.0482,0.0481,1.985,170.7,19.1
2022/3/20 12:00,10.9,7.4,9.461,2.18,0.1588,0.0639,2.804,315.2,26.6
2022/3/20 12:00,11.27,8.227,13.086,1.0886,0.025,0.0113,0.9016,131.227,4.835
2022/3/20 12:00,14.45,7.35,10.581,1.5,0.1185,0.0527,1.372,193.7,13.7
2022/3/20 12:00,17.2,7.22,9.06,1.676,0.06,0.051,3.196,171.58,4.46
2022/3/20 12:00,14.73,7.13,9.588,1.002,0.04,0.0406,1.901,187.7,8.3
2022/3/20 12:00,15.64,7.596,7.034,1.18,0.1954,0.053,1.9353,220.287,27.929
2022/3/20 16:00,13.92,7.669,10.226,0.9,0.0287,0.0093,0.4367,123.469,1.353
2022/3/20 16:00,15.94,8.01,6.93,2.03,0.32,0.13,2.1,358.11,165.5
2022/3/20 16:00,15.09,8.822,10.496,1.0491,0.025,0.0059,0.6387,122.526,3.051
2022/3/20 16:00,13.89,7.92,6.825,3.096,0.08,0.0916,3.125,265.3,14.4
2022/3/20 16:00,14.31,8.468,10.448,5.24,0.0463,0.005,3.134,133.357,2.471
2022/3/20 16:00,14.73,7.42,11.683,1.871,0.0633,0.037,2.284,132.8,32.4
2022/3/20 16:00,17.1,7.4,8.262,1.024,0.0596,0.0521,2.036,178.3,19.8
2022/3/20 16:00,10.9,7.44,9.468,2.136,0.1566,0.0684,2.763,316.7,39.2
2022/3/20 16:00,11.22,8.265,13.282,0.9906,0.025,0.0109,0.924,132.052,4.827
2022/3/20 16:00,14.09,7.35,10.622,1.4,0.1215,0.0554,1.252,192.5,14.7
2022/3/20 16:00,17.21,7.18,8.86,2.07,0.077,0.056,3.12,177.64,4.26
2022/3/20 16:00,14.73,7.12,9.622,1.11,0.05,0.0156,1.823,183,8.6
2022/3/20 16:00,15.53,7.59,7.066,1.35,0.2524,0.056,1.9319,230.327,34.102
2022/3/20 20:00,13.76,7.582,10.111,0.86,0.0252,0.0129,0.6582,123.463,1.375
2022/3/20 20:00,15.63,7.98,7.05,2.12,0.37,0.13,2.32,360.25,191.51
2022/3/20 20:00,15.23,8.776,10.412,1.0375,0.025,0.0073,0.6178,122.571,2.998
2022/3/20 20:00,13.76,7.94,8.458,3.055,0.06,0.0918,3.035,262,15.8
2022/3/20 20:00,13.93,8.381,10.547,5.24,0.0463,0.005,3.134,130.208,3.895
2022/3/20 20:00,14.43,7.43,12.377,1.906,0.0686,0.0336,1.88,133,35.8
2022/3/20 20:00,17.16,7.39,7.605,1.337,0.063,0.0578,1.838,184.6,25.6
2022/3/20 20:00,11,7.42,9.318,2.895,0.1826,0.089,2.699,311.7,29.3
2022/3/20 20:00,10.94,8.221,13.06,0.9745,0.025,0.0088,0.9583,129.688,4.339
2022/3/20 20:00,14.43,7.32,10.62,0.9,0.0878,0.0552,1.17,187.6,12.1
2022/3/20 20:00,17.22,7.12,8.78,1.454,0.061,0.047,3.162,180.37,4.09
2022/3/20 20:00,14.83,7.14,9.472,0.899,0.05,0.0368,1.887,191.7,9.1
2022/3/20 20:00,15.33,7.571,7.032,1.34,0.2413,0.057,1.98,224.041,32.732
2022/3/21 0:00,13.59,7.55,9.98,0.85,0.0297,0.007,0.557,123.411,1.32
2022/3/21 0:00,15.46,7.97,7.29,1.72,0.4,0.12,2.21,358.2,108.93
2022/3/21 0:00,15.11,8.736,10.327,0.9802,0.025,0.0075,0.6453,122.401,2.999
2022/3/21 0:00,13.29,7.93,8.489,3.075,0.07,0.0857,3.154,258.1,13.5
2022/3/21 0:00,13.94,8.358,10.438,1.62,0.0323,0.0065,0.9157,129.795,3.946
2022/3/21 0:00,14.19,7.44,12.056,1.781,0.0594,0.032,1.763,131.6,31.2
2022/3/21 0:00,16.71,7.41,9.423,1.171,0.0569,0.0586,1.709,183.1,29.2
2022/3/21 0:00,10.56,7.39,9.297,2.251,0.2155,0.0802,2.702,305.5,44.7
2022/3/21 0:00,11,8.178,12.727,1.0788,0.025,0.0096,0.9007,131.534,4.487
2022/3/21 0:00,14.41,7.33,10.629,1.2,0.087,0.0633,1.426,184.5,16.8
2022/3/21 0:00,17.21,7.07,8.74,1.392,0.087,0.054,3.017,182.11,3.87
2022/3/21 0:00,14.76,7.14,9.493,0.871,0.05,0.037,1.446,188.4,8.3
2022/3/21 0:00,15.18,7.554,7.041,1.34,0.2413,0.057,1.98,226.279,19.737
2022/3/21 4:00,13.53,7.526,9.998,0.77,0.025,0.005,0.5823,123.06,1.457
2022/3/21 4:00,15.38,7.93,7.42,1.72,0.23,0.11,2.64,358.76,76.07
2022/3/21 4:00,14.88,8.685,10.241,1.0193,0.025,0.0096,0.6166,122.13,2.938
2022/3/21 4:00,13.31,7.89,8.348,3.194,0.07,0.0942,3.072,253.6,15.9
2022/3/21 4:00,13.83,8.348,10.472,1.21,0.029,0.005,0.7561,129.962,3.901
2022/3/21 4:00,14.07,7.44,12.139,1.759,0.0572,0.0334,1.774,130.1,33.6
2022/3/21 4:00,16.37,7.41,7.72,0.995,0.0559,0.0537,1.547,180.9,23.7
2022/3/21 4:00,10.35,7.38,9.333,2.277,0.2181,0.0838,2.652,298.4,44.2
2022/3/21 4:00,11.05,8.188,12.63,1.037,0.025,0.0132,1.064,131.111,5.717
2022/3/21 4:00,14.26,7.33,10.646,1.4,0.1123,0.0553,1.472,191.2,16.4
2022/3/21 4:00,17.12,7.05,8.85,1.38,0.074,0.048,2.749,183.73,3.54
2022/3/21 4:00,14.75,7.12,9.533,0.899,0.05,0.0379,1.752,185,7.9
2022/3/21 4:00,14.94,7.555,6.999,1.43,0.2842,0.0591,2.0685,227.631,32.225
2022/3/21 8:00,13.58,7.537,9.924,0.91,0.025,0.0169,0.5506,123.068,1.329
2022/3/21 8:00,15.34,7.99,7.04,2.38,0.41,0.13,2.5,360.15,155.96
2022/3/21 8:00,14.86,8.654,10.188,0.9785,0.025,0.0064,0.6954,121.919,2.948
2022/3/21 8:00,13,7.85,8.495,3.122,0.06,0.0973,3.019,244,15.1
2022/3/21 8:00,13.83,8.312,10.36,1.11,0.037,0.0085,0.9726,130.092,3.971
2022/3/21 8:00,14.16,7.45,12.267,2.082,0.0763,0.0356,2.231,128.9,32.4
2022/3/21 8:00,16.31,7.4,7.717,1.327,0.0744,0.0556,2.62,181.8,24.9
2022/3/21 8:00,10.45,7.39,9.414,3.116,0.1966,0.0954,3.175,302.6,64.8
2022/3/21 8:00,11.06,8.18,12.723,1.104,0.025,0.0152,1.0391,131.145,5.128
2022/3/21 8:00,14.25,7.32,10.635,0.9,0.0932,0.0544,1.48,187.2,16.3
2022/3/21 8:00,17.07,7.03,8.76,1.392,0.077,0.051,2.536,183.21,4.32
2022/3/21 8:00,14.79,7.14,9.36,1.013,0.05,0.0449,1.747,192.2,7.8
2022/3/21 8:00,14.89,7.572,6.846,1.4,0.2814,0.0604,2.0857,252.712,29.959
2022/3/21 12:00,13.55,7.554,9.939,0.85,0.025,0.005,0.6832,123.103,1.307
2022/3/21 12:00,15.25,7.96,6.91,2.38,0.38,0.13,2.2,363.55,132.55
2022/3/21 12:00,14.69,8.622,10.195,0.9699,0.025,0.005,0.6444,121.511,2.892
2022/3/21 12:00,12.8,7.85,8.634,3.271,0.08,0.1362,2.96,232.5,24.2
2022/3/21 12:00,13.89,8.364,10.501,1.02,0.0399,0.0092,0.7105,129.861,3.961
2022/3/21 12:00,14.17,7.43,12.094,1.806,0.0802,0.0379,1.732,126.7,40.2
2022/3/21 12:00,16.45,7.4,7.746,1.366,0.054,0.0519,2.416,180.2,22.3
2022/3/21 12:00,10.9,7.42,9.579,2.586,0.1759,0.0937,3.2,301.3,56.5
2022/3/21 12:00,11.02,8.202,12.906,1.2011,0.025,0.014,1.3264,131.762,5.145
2022/3/21 12:00,14.26,7.31,10.587,1.5,0.1577,0.0546,,191.6,14.7
2022/3/21 12:00,17.13,7.04,8.7,1.663,0.077,0.031,2.852,186.76,3.24
2022/3/21 12:00,14.73,7.14,9.388,0.882,0.04,0.0156,1.681,188.6,7.7
2022/3/21 12:00,14.81,7.585,6.88,1.36,0.275,0.0613,2.0401,249.048,36.245
2022/3/21 16:00,13.46,7.516,9.896,0.79,0.025,0.005,0.764,123.119,1.261
2022/3/21 16:00,15.28,7.94,7.22,1.83,0.35,0.14,2.47,361.96,117.66
2022/3/21 16:00,14.64,8.615,10.166,1.0346,0.025,0.0061,0.6269,121.464,3.052
2022/3/21 16:00,12.52,7.77,8.54,3.664,0.08,0.1629,3.032,226.6,32.7
2022/3/21 16:00,13.87,8.372,10.433,0.91,0.0339,0.0111,0.7713,129.89,3.933
2022/3/21 16:00,13.94,7.43,11.565,1.975,0.0976,0.0484,1.753,124.3,56.9
2022/3/21 16:00,16.33,7.42,7.792,1.18,0.0502,0.0522,1.612,180.8,28.5
2022/3/21 16:00,10.9,7.45,9.63,2.701,0.1749,0.1014,3.304,302.4,85.2
2022/3/21 16:00,11.27,8.251,13.154,1.2623,0.025,0.0127,1.0077,131.522,5.033
2022/3/21 16:00,14.48,7.3,10.28,2.1,0.2616,0.054,,232.6,21.5
2022/3/21 16:00,17.09,7.06,8.75,1.873,0.085,0.053,2.131,188.04,3.21
2022/3/21 16:00,14.75,7.14,9.406,1.025,0.05,0.0154,1.551,187,7.3
2022/3/21 16:00,14.78,7.575,6.922,1.43,0.3032,0.0642,2.0934,238.05,34.885
2022/3/21 20:00,13.44,7.508,9.91,0.86,0.0295,0.005,0.764,122.816,1.353
2022/3/21 20:00,14.88,7.95,7.61,1.37,0.28,0.13,2.93,358.2,87.8
2022/3/21 20:00,14.31,8.531,9.97,0.8808,0.025,0.0066,0.6257,120.9,2.961
2022/3/21 20:00,12.04,7.75,8.52,4.123,0.06,0.1923,3.105,216.4,41.8
2022/3/21 20:00,13.75,8.321,10.382,0.93,0.032,0.0124,0.7713,129.836,3.927
2022/3/21 20:00,13.66,7.43,11.785,2.232,0.0991,0.0518,1.664,124.3,65.3
2022/3/21 20:00,16.24,7.44,7.819,1.473,0.0683,0.0573,2.218,188.3,33.5
2022/3/21 20:00,10.23,7.42,9.77,2.621,0.1817,0.1209,3.336,295.4,115.4
2022/3/21 20:00,11.32,8.212,12.833,1.2834,0.025,0.0115,1.1155,129.725,5.689
2022/3/21 20:00,14.18,7.32,10.476,1.4,0.1226,0.0555,1.327,187.1,16
2022/3/21 20:00,17.09,7.01,8.54,1.466,0.025,0.022,0.921,189.45,3.39
2022/3/21 20:00,14.79,7.17,9.305,0.973,0.05,0.0121,1.846,194.9,8.4
2022/3/21 20:00,14.59,7.566,6.935,1.41,0.3844,0.0653,2.0507,229.319,21.384
2022/3/22 0:00,13.33,7.474,9.814,0.81,0.0332,0.008,0.8447,122.93,1.348
2022/3/22 0:00,14.87,7.95,7.41,1.42,0.27,0.13,2.77,358.72,66.9
2022/3/22 0:00,14.29,8.518,9.935,0.8753,0.025,0.0055,0.6331,120.987,2.859
2022/3/22 0:00,13.91,7.8,9.013,3.953,0.06,0.1943,2.969,216,42.3
2022/3/22 0:00,13.74,8.304,10.375,0.82,0.0357,0.0108,0.7827,130.184,3.927
2022/3/22 0:00,13.66,7.45,11.987,2.307,0.0764,0.0558,1.692,122.6,65.8
2022/3/22 0:00,16.06,7.43,9.062,1.483,0.0642,0.0577,2.201,186.9,33.7
2022/3/22 0:00,9.63,7.39,10.046,2.683,0.1977,0.1393,3.632,297.9,159.8
2022/3/22 0:00,11.43,8.208,12.57,1.3173,0.0392,0.0159,1.1066,130.541,6.337
2022/3/22 0:00,14.07,7.34,10.547,1.3,0.172,0.0546,1.363,212.8,19.5
2022/3/22 0:00,16.94,6.94,8.32,1.836,0.133,0.057,1.663,188.11,4.12
2022/3/22 0:00,14.76,7.18,9.277,1.042,0.05,0.0151,1.875,194.7,7.9
2022/3/22 0:00,13.71,7.554,6.537,2.04,1.0212,0.1006,2.3106,208.531,22.093
2022/3/22 4:00,13.21,7.466,9.793,0.81,0.025,0.0114,0.7702,122.776,1.427
2022/3/22 4:00,14.64,7.95,7.33,1.46,0.56,0.12,2.81,361,56.22
2022/3/22 4:00,14.28,8.514,9.932,0.8785,0.025,0.0067,0.645,120.923,2.887
2022/3/22 4:00,11.91,7.69,8.732,4.742,0.06,0.2777,2.694,209.1,62.4
2022/3/22 4:00,13.59,8.276,10.53,0.76,0.0338,0.0088,0.6725,133.376,3.978
2022/3/22 4:00,13.15,7.46,11.901,2.73,0.102,0.0755,1.817,117,96.4
2022/3/22 4:00,15.81,7.44,7.866,1.307,0.0683,0.0615,1.698,185.2,26.8
2022/3/22 4:00,10.01,7.4,10.177,1.809,0.1738,0.1062,3.204,298.8,89
2022/3/22 4:00,11.48,8.2,12.672,1.2299,0.0428,0.0177,1.3326,128.681,6.834
2022/3/22 4:00,13.81,7.35,10.387,2.4,0.2271,0.0553,1.347,250.6,36.7
2022/3/22 4:00,15.81,6.89,8.65,1.91,0.175,0.063,2.261,170.23,9.76
2022/3/22 4:00,14.74,7.17,9.268,1.03,0.05,0.0153,2.02,194.2,7.8
2022/3/22 4:00,13.85,7.395,3.646,3.06,2.5462,0.1911,3.2158,255.589,42.884
2022/3/22 8:00,13.14,7.436,9.827,1.08,0.025,0.005,0.8012,122.581,1.387
2022/3/22 8:00,14.51,7.97,6.86,1.27,0.39,0.12,3.18,374.57,108.58
2022/3/22 8:00,14.3,8.525,9.969,0.9468,0.025,0.0062,0.7787,120.841,2.853
2022/3/22 8:00,14.34,7.99,8.848,4.066,0.08,0.2716,2.745,198,8.3
2022/3/22 8:00,13.58,8.31,10.499,1.1,0.0421,0.0079,0.7257,134.149,3.984
2022/3/22 8:00,12.89,7.49,13.558,6.627,0.1701,0.2435,2.973,110.7,347.5
2022/3/22 8:00,14.82,7.48,8.204,1.961,0.1612,0.0973,2.314,180.3,102.2
2022/3/22 8:00,10.56,7.41,10.167,2.18,0.1959,0.102,3.336,298.5,66.1
2022/3/22 8:00,11.45,8.198,12.729,1.3666,0.0365,0.0179,1.3602,127.437,6.051
2022/3/22 8:00,14.21,7.3,10.124,2.2,0.3104,0.0542,1.465,265.5,42.6
2022/3/22 8:00,15.42,6.78,8.67,2.131,0.191,0.02,0.598,146.89,19.64
2022/3/22 8:00,14.73,7.18,9.261,1.03,0.06,0.016,1.951,194.5,8.1
2022/3/22 8:00,13.89,7.439,4.219,3.06,2.5462,0.1911,3.2158,254.866,18.66
2022/3/22 12:00,13.06,7.471,9.848,0.81,0.0526,0.005,0.7453,122.796,1.281
2022/3/22 12:00,14.45,7.93,6.9,1.66,0.24,0.12,3.35,372.28,61.76
2022/3/22 12:00,14.21,8.556,10.122,0.9061,0.025,0.0073,0.6284,120.415,2.99
2022/3/22 12:00,14.43,7.92,8.851,4.561,0.06,0.3207,2.598,6,6.4
2022/3/22 12:00,13.64,8.371,10.51,1.02,0.0287,0.0095,0.7105,133.999,3.929
2022/3/22 12:00,12.74,7.47,13.437,5.596,0.1277,0.1805,2.336,106.3,245.8
2022/3/22 12:00,15.32,7.41,8.058,0.25,0.0737,0.0751,2.121,175.9,75.3
2022/3/22 12:00,10.21,7.38,10.269,1.624,0.1695,0.0815,3.016,303.7,45.2
2022/3/22 12:00,11.92,8.294,12.903,2.2562,0.0962,0.0388,2.3897,152.848,22.389
2022/3/22 12:00,13.87,7.3,10.069,2.4,0.3123,0.0568,1.264,265.6,38.3
2022/3/22 12:00,15.14,6.75,8.99,2.181,0.194,0.082,1.711,132.97,19.79
2022/3/22 12:00,14.71,7.18,9.269,1.047,0.05,0.0423,1.744,193.2,7.5
2022/3/22 12:00,13.96,7.433,4.527,3,4.0317,0.2048,4.8455,251.597,16.283
2022/3/22 16:00,13,7.468,9.787,0.67,0.0258,0.005,0.8509,123.526,1.312
2022/3/22 16:00,14.29,7.89,7.04,1.48,0.5,0.11,3.62,369.34,49.8
2022/3/22 16:00,14.21,8.56,10.106,0.9579,0.025,0.0062,0.6115,120.34,2.87
2022/3/22 16:00,12.19,7.77,9.134,4.247,0.06,0.2815,2.634,206.3,72.5
2022/3/22 16:00,13.64,8.371,10.51,1.07,0.0359,0.0085,0.7713,133.999,3.929
2022/3/22 16:00,12.42,7.49,13.301,2.925,0.0728,0.0855,1.803,105.9,132.3
2022/3/22 16:00,15.36,8,8.025,2.067,0.0977,0.0783,2.089,172.8,83
2022/3/22 16:00,9.9,7.37,10.286,2.454,0.1726,0.0818,3.015,300.8,46.4
2022/3/22 16:00,11.41,8.271,13.145,1.432,0.0438,0.024,1.4049,130.561,11.112
2022/3/22 16:00,13.26,7.35,10.291,2,0.2984,0.055,1.302,262.2,39.8
2022/3/22 16:00,14.3,6.79,9.33,2.304,0.14,0.02,1.924,133.76,28.08
2022/3/22 16:00,14.69,7.18,9.223,1.059,0.06,0.0361,1.807,193.5,7.9
2022/3/22 16:00,13.58,7.395,4.797,3.17,3.5044,0.1856,4.7688,251.491,24.837
2022/3/22 20:00,12.94,7.459,9.783,0.78,0.0349,0.005,0.8199,123.36,1.345
2022/3/22 20:00,14.18,7.88,6.76,1.14,0.47,0.11,3.33,376.73,41.03
2022/3/22 20:00,14.17,8.526,10.002,1.0391,0.025,0.0077,0.6521,120.597,2.855
2022/3/22 20:00,12.96,8.04,8.9,3.493,0.05,0.2103,2.804,214.5,7
2022/3/22 20:00,13.61,8.348,10.441,0.79,0.035,0.0075,0.7789,134.236,3.959
2022/3/22 20:00,15.04,7.44,8.496,1.858,0.0767,0.0698,1.303,164.9,74.3
2022/3/22 20:00,9.79,7.34,10.165,2.392,0.1774,0.0779,2.859,298,34
2022/3/22 20:00,11.68,8.214,13.299,1.4407,0.0548,0.0251,1.8695,117.368,11.815
2022/3/22 20:00,13.27,7.33,10.25,2.8,0.4171,0.0549,1.424,261,41.2
2022/3/22 20:00,13.37,6.8,10.2,2.082,0.144,0.093,1.436,137.88,37.61
2022/3/22 20:00,14.71,7.19,9.236,1.042,0.08,0.0092,1.977,194.3,10.2
2022/3/22 20:00,13.59,7.478,5.038,2.62,2.8208,0.1855,4.5654,257.267,24.326
2022/3/23 0:00,12.87,7.432,9.751,0.76,0.0355,0.006,0.8447,123.842,1.372
2022/3/23 0:00,13.91,7.85,6.19,0.97,0.45,0.11,3.63,395.11,37.4
2022/3/23 0:00,14.2,8.513,9.971,0.9055,0.025,0.0051,0.6503,120.916,2.903
2022/3/23 0:00,12.47,7.87,9.43,3.493,0.05,0.2103,2.804,222.6,130.8
2022/3/23 0:00,13.6,8.313,10.42,0.91,0.0325,0.0052,0.7143,133.936,4.013
2022/3/23 0:00,14.69,7.42,8.5,1.64,0.0732,0.0665,1.061,155.7,72.6
2022/3/23 0:00,10.23,7.34,10.073,1.898,0.177,0.0791,2.861,287.9,32.6
2022/3/23 0:00,11.5,8.218,13.132,1.3147,0.04,0.0207,1.5467,121.668,9.295
2022/3/23 0:00,12.93,7.3,10.379,2.7,0.3844,0.0553,1.277,244.1,41.3
2022/3/23 0:00,13.08,6.81,10.41,2.571,0.166,0.109,1.828,129.58,39.12
2022/3/23 0:00,14.66,7.19,9.232,0.985,0.08,0.0345,2.034,192.4,8.4
2022/3/23 0:00,13.55,7.515,5.654,2.62,2.8208,0.1855,4.5654,241.546,26.615
2022/3/23 4:00,12.89,7.42,9.703,0.8,0.0258,0.0114,0.8012,123.712,1.33
2022/3/23 4:00,13.69,7.83,5.9,0.82,0.41,0.11,3.54,389.08,33.79
2022/3/23 4:00,14.16,8.501,9.937,0.8745,0.025,0.0061,0.6468,120.985,2.929
2022/3/23 4:00,13.59,8.274,10.337,1.01,0.0468,0.0092,0.7713,134.359,3.931
2022/3/23 4:00,14.83,7.38,8.12,1.701,0.0821,0.063,0.947,156.6,52.7
2022/3/23 4:00,10.01,7.35,10.19,3.116,0.1676,0.0821,2.831,288.1,34.7
2022/3/23 4:00,11.5,8.187,13.013,1.3138,0.0405,0.0217,1.6993,123.848,10.475
2022/3/23 4:00,12.43,7.26,10.511,2.9,0.5451,0.0528,1.614,211.9,41
2022/3/23 4:00,12.75,6.83,10.62,2.336,0.193,0.113,1.725,124.08,44.61
2022/3/23 4:00,14.64,7.2,9.199,1.002,0.08,0.0098,1.789,193,8.6
2022/3/23 4:00,13.25,7.507,5.252,2.66,2.386,0.1679,4.086,275.397,24.182
2022/3/23 8:00,13.1,7.452,9.768,0.89,0.0321,0.0107,0.8882,123.318,1.313
2022/3/23 8:00,13.64,7.82,5.87,1.22,0.4,0.11,3.57,380.84,34.18
2022/3/23 8:00,14.13,8.506,9.958,0.84,0.025,0.0058,0.7107,120.876,2.917
2022/3/23 8:00,12.6,7.88,9.419,4.272,0.05,0.2645,2.908,223.1,61.4
2022/3/23 8:00,13.56,8.307,10.396,1.13,0.0374,0.0092,0.8663,134.775,3.971
2022/3/23 8:00,14.83,7.35,8.109,1.701,0.0908,0.0695,1.595,158.6,51.3
2022/3/23 8:00,10.01,7.34,10.242,3.151,0.1807,0.0869,3.122,280.2,37.7
2022/3/23 8:00,11.63,8.234,13.175,1.6757,0.0741,0.0293,1.8004,124.972,14.61
2022/3/23 8:00,12.25,7.23,10.633,2.3,0.2982,0.0525,1.86,200.6,41.3
2022/3/23 8:00,12.65,6.85,10.75,2.406,0.203,0.118,1.574,124.61,48.53
2022/3/23 8:00,14.65,7.21,9.22,1.099,0.05,0.0152,1.84,192.1,11.6
2022/3/23 8:00,13.22,7.512,5.245,2.81,2.2065,0.157,4.0586,285.181,34.002
2022/3/23 12:00,13.39,7.479,9.865,0.87,0.0378,0.005,0.9006,123.35,1.292
2022/3/23 12:00,14.17,7.79,5.67,0.92,0.38,0.11,4.12,373.98,34.82
2022/3/23 12:00,14.52,8.558,10.076,0.8478,0.025,0.0082,0.7129,121.297,2.856
2022/3/23 12:00,13.03,7.92,2.723,5.831,0.87,0.2026,2.986,225.4,51.9
2022/3/23 12:00,13.99,8.478,10.546,0.9,0.0329,0.0075,0.8321,138.934,3.925
2022/3/23 12:00,14.86,7.36,8.138,1.631,0.0789,0.0683,1.23,160.6,46.9
2022/3/23 12:00,10.45,7.36,10.203,0.556,0.025,0.005,0.05,278.3,38.6
2022/3/23 12:00,11.87,8.191,13.278,2.5983,0.0953,0.0477,2.7139,142.763,37.067
2022/3/23 12:00,13.7,7.05,10.266,2.8,0.1929,0.0533,1.12,217.4,36.3
2022/3/23 12:00,12.7,6.86,10.88,2.544,0.181,0.117,1.519,119.62,42.97
2022/3/23 12:00,14.62,7.2,9.245,0.956,0.04,0.0435,2.218,190.4,8.9
2022/3/23 12:00,13.6,7.503,5.113,2.6,2.1306,0.1515,4.1184,285.731,19.443
2022/3/23 16:00,13.6,7.508,9.849,1.07,0.0394,0.005,0.7702,123.119,1.231
2022/3/23 16:00,14.39,7.79,5.98,1.39,0.45,0.12,3.65,375.88,38.12
2022/3/23 16:00,14.79,8.559,10.033,0.9148,0.025,0.0068,0.6147,121.213,2.819
2022/3/23 16:00,13.3,7.96,9.567,3.7,0.12,0.1697,3.042,229.5,39.9
2022/3/23 16:00,13.99,8.478,10.546,1,0.0407,0.0095,0.8017,138.934,3.925
2022/3/23 16:00,12.5,7.42,12.88,3.524,0.0589,0.0519,1.698,97.4,77
2022/3/23 16:00,15.24,7.35,7.965,2.032,0.0888,0.108,1.045,169,51.2
2022/3/23 16:00,10.56,7.42,10.27,0.556,0.025,0.005,0.05,276.5,47
2022/3/23 16:00,11.88,8.217,13.409,2.5983,0.0953,0.0477,2.7139,136.267,37.248
2022/3/23 16:00,14.04,7.04,10.195,2.9,0.2222,0.0531,0.871,215.8,32.8
2022/3/23 16:00,14.6,7.22,9.219,1.241,0.06,0.0472,2.221,193.5,18.1
2022/3/23 16:00,13.7,7.513,4.614,2.58,2.1878,0.1612,4.314,301.796,21.322
2022/3/23 20:00,13.16,7.501,9.907,0.88,0.031,0.01,0.8634,124.254,1.282
