水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
19.32,7.55,6.669,3.41,0.2249,0.1396,3.06,573.5,103
18.15,7.39,6.721,3.206,0.05,0.0817,2.002,217.7,13.1
17.57,6.84,5.205,2.186,0.4106,0.0981,2.818,403.9,13.3
19.59,8.145,6.646,1.21,0.1492,0.1143,1.868,742.853,320.729
19.72,7.58,7.194,3.15,0.2528,0.1327,3.403,577.9,83.3
18.56,7.96,7.063,3.206,0.05,0.0817,2.002,1.7,4.8
17.77,6.85,5.534,1.99,0.3834,0.0916,2.768,400,12.4
19.87,8.156,6.744,1.94,0.2969,0.0948,2.0204,685.664,409.604
19.57,7.58,7.456,2.94,0.4449,0.1182,3.307,551.4,98.5
17.95,7.49,8.095,3.728,0.1,0.1847,1.981,219.7,18.8
18.06,6.86,5.698,1.947,0.3643,0.0878,2.639,399.5,11.2
19.9,8.162,6.805,0.57,0.2091,0.1328,1.5583,642.833,490.188
19.46,7.59,7.512,3.37,0.2397,0.1407,3.318,537.7,105.3
18.01,7.48,7.4,3.315,0.05,0.095,2.134,219.8,11.2
17.97,6.9,6.088,2.101,0.3007,0.0946,2.756,429.7,11.9
19.89,8.2,6.938,0.25,0.2467,0.1434,1.2662,537.103,542.576
19.34,7.59,7.574,3.29,0.3108,0.1347,3.24,532.1,98.4
17.88,7.48,7.407,3.042,0.06,0.0716,2.104,219.9,9.1
17.67,6.88,5.364,2.161,0.3174,0.095,2.692,427.9,15.4
19.73,8.181,6.989,0.25,0.2467,0.1434,1.2662,491.568,421.835
19.12,7.61,7.382,3.29,0.3071,0.1257,3.167,522.6,92.3
17.48,7.43,7.721,3.569,0.06,0.1139,2.201,219.9,24.9
17.38,6.9,5.64,2.161,0.3255,0.0979,2.671,438.2,15.5
19.07,7.6,7.733,3.29,0.2538,0.1274,2.97,514.1,98
17.52,7.43,7.675,3.439,0.2,0.0986,2.251,219.1,13.9
17.28,6.91,5.736,2.143,0.3206,0.1001,2.989,442.4,13.7
19.8,8.161,7.021,0.25,0.2502,0.1501,0.9283,383.357,528.86
19.63,7.59,7.769,3.29,0.2538,0.1274,2.97,515.5,106.8
18.26,7.44,7.923,3.405,0.14,0.0875,2.275,218,13.6
18.06,6.95,6.389,2.374,0.2821,0.1018,2.921,446.4,12.7
19.71,7.59,8.008,3.13,0.4809,0.1446,2.998,506.3,124.1
18.6,7.45,8.156,3.454,0.15,0.0807,2.301,217.6,9.5
18.57,7.02,7.845,2.579,0.2639,0.1078,2.679,413,39.1
20.45,8.183,7.256,1.57,0.2135,0.0916,1.1497,321.642,488.841
19.58,7.71,8.015,3.53,0.2357,0.1459,2.858,507.2,115.3
18.51,7.36,7.01,3.444,0.11,0.096,2.361,217.1,9.2
18.56,6.99,7.368,2.374,0.264,0.0982,2.675,400.2,26.5
20.48,8.203,7.184,1.38,0.2886,0.0858,1.4185,274.901,408.514
19.44,7.69,7.752,3.34,0.2588,0.1345,2.796,509.9,97
18.47,7.35,7.086,3.236,0.11,0.0729,2.325,213.7,7.8
18.46,6.98,7.093,2.511,0.2657,0.0948,2.645,398.2,25.3
20.46,8.142,7.17,1.38,0.2886,0.0858,1.4185,260.409,339.477
19.37,7.69,7.622,3.31,0.3202,0.1314,2.903,520.3,98.4
18.09,7.38,7.532,3.35,0.11,0.0813,2.374,213.7,11.3
18.36,6.97,6.754,2.536,0.2605,0.0961,2.46,393.7,24.9
20.35,8.127,7.091,1.24,0.2649,0.0836,1.4015,256.194,358.49
19.49,7.67,7.754,3.33,0.2661,0.129,2.768,531.5,93.8
18.18,7.39,7.742,3.285,0.15,0.0717,2.345,213.2,10
18.33,6.98,6.793,2.357,0.1981,0.0886,2.323,373.9,21.9
20.34,8.131,7.143,1.53,0.2365,0.0807,1.464,241.541,325.373
19.72,7.69,7.778,3.57,0.2888,0.1356,3.094,542.9,119.8
18.76,7.4,8.031,3.221,0.2,0.0741,2.329,213.6,8.8
18.97,7.01,6.968,2.143,0.1661,0.0869,2.093,367.4,19
20.57,8.1,7.166,1.45,0.2198,0.0782,1.4605,233.741,388.261
19.78,7.74,7.974,3.78,0.3124,0.1413,3.083,555.2,139.9
19.18,7.41,8.31,3.39,0.18,0.0714,2.365,214.3,8.2
19.59,7.05,7.162,2.161,0.158,0.0861,2.007,367.3,16.5
20.57,8.097,7.225,1.45,0.2277,0.0715,1.4957,234.419,343.727
19.73,7.72,8.156,3.78,0.3126,0.1443,3.318,561.6,148.7
19.18,7.34,6.983,3.33,0.12,0.072,2.314,214,7.6
19.07,7.01,6.7,2.22,0.1508,0.0863,1.812,368.7,20.6
20.57,7.841,7.079,0.94,0.2645,0.0756,1.372,227.85,379.02
19.57,7.72,8.093,3.69,0.2788,0.1439,3.071,568.2,139.9
18.77,7.33,7.264,3.251,0.12,0.071,2.318,213,6.9
18.77,7.01,6.623,2.161,0.1488,0.0817,1.804,370.2,15
20.55,8.09,6.943,0.94,0.2645,0.0756,1.372,228.481,456.278
19.63,7.69,8.138,3.73,0.2951,0.1452,3.172,569.3,133.3
18.4,7.38,7.83,3.34,0.12,0.0622,2.31,211.5,9.8
18.56,6.99,6.506,2.118,0.1631,0.0836,1.986,376.1,16.9
20.46,8.08,6.901,0.7,0.2663,0.0754,1.4704,231.531,359.226
19.61,7.71,8.115,3.7,0.2968,0.1415,3.156,565.3,145.9
18.38,7.4,7.974,3.211,0.16,0.0659,2.35,210.6,7.8
18.46,6.97,6.489,2.229,0.1745,0.0892,2.261,382.5,18.9
20.47,8.065,6.954,0.98,0.2578,0.0741,1.5047,229.71,322.919
19.81,7.71,7.916,3.63,0.2928,0.143,3.206,557.6,127.2
19.12,7.39,8.219,3.226,0.17,0.0629,2.271,209.7,7.9
19.59,6.99,6.864,2.075,0.163,0.0875,2.138,387.9,17.3
20.57,8.078,7.073,0.9,0.2414,0.0718,1.5167,236.683,306.083
19.93,7.71,8.063,3.74,0.3191,0.1419,3.296,550.4,136
19.27,7.38,8.014,3.251,0.24,0.0622,2.308,209.5,7.9
20.09,6.9,7.038,2.246,0.1628,0.089,1.983,389.9,16.4
20.57,8.081,7.043,0.88,0.2291,0.0723,1.4918,234.16,295.703
19.76,7.73,8.404,4.09,0.3357,0.152,3.24,539.5,192.5
19.7,7.38,7.618,3.3,0.14,0.0536,2.334,211.4,6.9
19.49,6.87,6.702,2.178,0.1661,0.0866,2.191,391.5,17.7
20.56,8.098,6.97,1.06,0.2399,0.0718,1.4953,226.76,300.658
19.8,7.73,8.516,4.09,0.3357,0.152,3.24,530.9,129.5
19.16,7.34,7.063,3.3,0.14,0.0536,2.334,213.3,8.4
18.97,6.84,6.577,2.178,0.1661,0.0866,2.191,396.5,21.6
20.54,8.084,6.927,1.06,0.2399,0.0718,1.4953,228.298,291.978
19.5,7.72,8.071,3.68,0.3339,0.1436,3.217,528.6,120.4
18.6,7.36,7.301,3.494,0.12,0.0617,2.447,224.9,6.9
18.77,6.84,6.686,2.143,0.1743,0.0861,2.082,396.4,22
20.46,8.066,6.924,0.82,0.2649,0.0739,1.523,226.686,368.889
19.52,7.7,7.816,3.78,0.3406,0.1405,3.229,528.1,143
18.68,7.38,7.401,3.559,0.19,0.0662,2.501,228.6,7.3
18.66,6.86,6.79,2.357,0.1515,0.0876,2.272,388.6,22.7
20.49,8.065,6.946,1.11,0.2312,0.0733,1.49,228.614,2218.954
20.14,7.69,7.669,3.69,0.3116,0.1394,3.279,529.2,125.3
19.37,7.36,7.488,3.603,0.19,0.0698,2.514,229.9,7.3
20.57,8.064,6.902,0.99,0.1399,0.0599,1.5183,248.204,317.255
20.14,7.72,8.118,3.85,0.3418,0.1449,3.509,530.6,173.9
19.58,7.39,7.62,3.519,0.15,0.0778,2.483,234.6,6.7
20.1,6.87,7.485,2.272,0.1388,0.0921,2.116,387.6,18.9
20.71,8.103,7.066,5.83,0.2133,0.0734,1.5478,246.62,282.781
19.88,7.73,7.865,4.05,0.3253,0.1518,3.599,527.7,161.5
20.57,7.58,8.611,3.832,0.11,0.0844,2.551,240.5,5.9
19.81,6.91,7.121,2.161,0.1238,0.0871,1.928,385,18.2
20.57,8.109,6.931,0.65,0.2375,0.0723,1.5156,234.427,275.532
19.73,7.72,7.85,4.05,0.3253,0.1518,3.599,522.6,140.8
19.78,7.5,7.995,3.832,0.11,0.0844,2.551,243.2,5.7
19.18,6.87,6.742,2.161,0.1238,0.0871,1.928,387.5,18.9
20.56,8.079,7.089,0.65,0.2375,0.0723,1.5156,245.704,241.928
19.65,7.71,7.71,4,0.3471,0.1548,3.61,519.8,176.9
19.21,7.44,7.547,3.613,0.1,0.0604,2.456,250.6,6.2
19.07,6.85,6.944,2.374,0.1218,0.0851,2.202,397.6,20
20.55,8.062,6.969,0.68,0.2282,0.0723,1.5694,249.873,257.777
19.81,7.71,7.582,3.8,0.3317,0.1492,3.425,528.1,141.4
19.27,7.55,8.251,3.728,0.13,0.0518,2.375,254.9,5.6
19.18,6.84,6.756,2.348,0.136,0.0857,2.432,406.7,21.1
20.55,8.069,6.945,1.05,0.1363,0.0603,1.5305,247.032,229.436
20.19,7.69,7.475,4.13,0.4036,0.1528,3.509,525.3,153.9
19.75,7.53,8.257,3.444,0.12,0.047,2.315,254.5,5.3
19.73,6.84,6.797,2.143,0.1494,0.0861,2.243,414.3,20.5
20.59,8.008,7.571,0.81,0.2466,0.0749,1.5106,263.166,350.362
20.11,7.72,7.737,4.14,0.3438,0.159,3.79,523.6,178.2
19.88,7.59,8.63,3.41,0.13,0.0464,2.33,254.5,4.9
20,6.86,6.845,2.143,0.1523,0.0864,2.369,416.6,19.8
20.58,8.001,7.565,0.79,0.2686,0.0795,1.5572,265.367,331.429
19.97,7.71,7.864,4.07,0.3372,0.1545,3.61,518.3,139.4
20.26,8,10.533,3.748,0.13,0.0442,2.27,254.3,5.4
19.7,6.83,6.563,2.365,0.1623,0.0912,2.411,420.4,23.6
20.57,8.052,6.747,0.59,0.0559,0.0795,1.5397,259.339,313.63
19.91,7.7,7.929,3.66,0.3296,0.1489,3.56,517.1,125
20.02,7.84,9.945,3.797,0.11,0.0578,2.298,254.3,7.2
19.49,6.83,6.549,2.365,0.1534,0.087,2.332,417.8,20.8
20.56,8.045,6.701,0.73,0.1408,0.0611,1.6039,266.688,261.884
19.86,7.71,7.787,3.07,0.2313,0.1335,3.947,515.9,192.5
19.57,7.7,9.18,3.772,0.11,0.0633,2.181,250.8,6.2
19.28,6.83,6.646,2.289,0.1453,0.0858,2.185,411.4,20.8
20.55,8.042,6.635,0.6,0.2352,0.0743,1.5961,268.122,276.532
19.78,7.68,7.422,2.93,0.4849,0.1254,3.784,516.2,129.9
19.52,7.7,8.927,4.041,0.12,0.0467,2.216,249.2,6.3
19.18,6.85,6.692,2.161,0.1424,0.0842,2.318,406.1,19.1
20.55,8.056,6.654,0.76,0.251,0.0767,1.5581,271.969,288.438
20.41,7.69,7.81,3.84,0.2686,0.1465,3.655,513.4,144.7
19.87,7.71,9.27,3.265,0.13,0.0367,2.062,249.1,5.4
19.59,6.88,6.897,2.237,0.1249,0.0839,2.213,398.9,17.4
20.56,8.046,6.753,0.93,0.1278,0.064,1.6338,276.099,300.944
20.26,7.7,7.716,3.61,0.2972,0.1448,3.93,512.2,131.3
19.98,7.68,9.035,3.559,0.09,0.0392,2.065,249.3,5.2
19.59,6.88,6.836,2.246,0.1235,0.083,2.029,395.2,19.2
20.57,8.055,6.736,0.67,0.0544,0.0825,1.5826,280.68,270.317
20.02,7.7,7.779,3.2,0.2137,0.1284,3.61,504.8,137.4
20.22,8.5,12.175,4.806,0.09,0.0549,2.132,245.5,6.1
19.38,6.87,6.66,2.306,0.1208,0.0814,2.107,396.8,18.5
20.57,8.095,7.084,0.52,0.0618,0.0855,1.4645,245.623,237.673
20.01,7.7,7.842,3.54,0.2408,0.14,3.52,500.8,113.8
19.93,7.99,10.322,3.981,0.11,0.0478,2.189,245.7,5.1
19.18,6.84,6.668,2.289,0.1347,0.0822,2.235,402.6,20.5
20.56,8.045,6.802,0.52,0.0618,0.0855,1.4645,260.879,219.185
19.96,7.69,7.636,3.58,0.2402,0.1342,3.79,517.8,103.7
19.59,7.72,9.29,4.016,0.11,0.0457,2.168,240.2,5.6
18.97,6.83,6.72,2.468,0.1248,0.0797,2.439,405,18.9
20.55,8.012,6.579,0.46,0.2975,0.0802,1.5154,270.627,212.881
19.8,7.7,7.707,4.2,0.2355,0.1532,3.633,515.2,152.6
19.55,7.55,8.493,3.588,0.09,0.0386,2.196,238.9,5.5
18.77,6.82,6.572,2.246,0.1054,0.0731,2.279,408.3,14.9
20.55,8.017,6.747,0.83,0.2854,0.0805,1.5972,287.685,199.731
20.34,7.71,8.012,3.49,0.238,0.1534,4.015,517.6,154.6
20.16,7.56,8.698,3.077,0.13,0.0413,2.013,237.4,4.9
19.81,6.85,6.641,2.246,0.11,0.0775,2.038,407.2,16.4
20.66,8.021,6.692,0.88,0.2772,0.0818,1.6074,296.208,200.475
20.39,7.73,8.433,3.55,0.2689,0.005,3.244,505.4,177.5
20.49,7.62,8.944,3.136,0.11,0.0417,2.069,236,4.8
19.81,6.87,6.764,2.289,0.1228,0.0839,2.169,403.6,22.5
20.69,8.024,7.016,0.82,0.0571,0.0858,1.6487,295.513,203.68
20.71,7.97,10.798,4.15,0.09,0.0473,2.149,235.8,5.5
19.38,6.86,6.625,2.596,0.1227,0.0847,2.127,401.5,23.2
20.59,8.056,6.995,0.81,0.2837,0.0848,1.6377,264.834,204.619
20.11,7.72,8.265,3.28,0.3278,0.1899,3.732,495.6,196.1
20.22,7.81,10.119,3.713,0.08,0.038,2.108,234.3,5.6
19.18,6.85,6.461,2.451,0.124,0.0806,2.229,402.1,21.3
20.74,8.469,8.684,0.81,0.2837,0.0848,1.6377,240.871,95.308
20.01,7.68,8.204,2.65,0.3431,0.1476,3.485,507.4,105.5
19.92,7.57,8.833,3.315,0.08,0.0428,2.1,229.9,4.6
18.97,6.84,6.47,2.451,0.1241,0.0837,2.124,405.5,21.4
20.79,8.687,9.224,0.72,0.1408,0.0688,1.4498,217.395,66.27
19.88,7.68,7.893,2.96,0.2794,0.1428,3.443,521,141.2
20.09,7.51,8.466,3.365,0.1,0.0431,2.157,229.1,5.1
18.87,6.83,6.492,2.237,0.1238,0.0824,2.267,406.9,20.3
20.72,8.573,9.187,0.92,0.103,0.0644,1.4159,218.12,56.114
20.51,7.69,8.248,2.5,0.2455,0.1277,3.491,522.8,164.4
20.63,7.49,8.169,2.972,0.11,0.0442,2.012,228.9,5.3
19.92,6.84,6.445,2.306,0.1296,0.0852,2.359,406,24.7
21.12,8.592,9.274,0.96,0.0957,0.0631,1.3967,230.604,52.959
20.96,7.55,8.52,3.34,0.1,0.0398,2.084,228.7,5
20.47,6.86,6.665,2.459,0.1238,0.0847,2.324,404.8,23
21,8.495,9.004,0.89,0.0835,0.06,1.4296,248.047,52.699
20.83,7.64,9.285,3.335,0.1,0.0387,2.045,228.6,4.3
19.91,6.87,6.709,2.468,0.1312,0.0826,2.153,404.9,18.3
20.78,8.397,8.784,0.89,0.0942,0.061,1.4883,251.26,51.18
20.24,7.53,8.66,3.335,0.1,0.0387,2.045,228.8,7.3
19.38,6.83,6.57,2.468,0.1312,0.0826,2.153,407.9,21.2
20.65,8.319,8.588,0.89,0.0942,0.061,1.4883,266.051,65.228
19.93,7.44,7.952,2.987,0.08,0.0437,2.12,228.8,4.9
18.87,6.81,6.353,2.536,0.1431,0.086,2.215,410,20
20.56,8.263,8.438,0.81,0.0883,0.0566,1.5234,252.861,53.559
19.96,7.44,7.737,2.913,0.13,0.0414,2.094,229.6,5
18.66,6.81,6.309,2.22,0.1435,0.0853,2.315,414.7,19.2
20.57,8.299,8.452,1.19,0.1093,0.0569,1.4905,284.48,57.819
20.77,7.45,8.29,2.694,0.14,0.0524,2.063,230.3,5.4
19.81,6.82,6.509,2.263,0.1493,0.081,2.419,421.4,20
21.08,8.377,8.607,0.83,0.0987,0.0574,1.5556,277.021,62.805
20.55,7.72,9.059,3.2,0.2316,0.1761,3.118,514,174.2
20.68,7.43,8.009,2.873,0.11,0.0488,2.094,230.2,5.1
20.38,6.84,6.367,2.365,0.1667,0.0819,2.413,420.8,20.6
20.94,8.36,8.556,0.69,0.1016,0.0551,1.521,264.66,45.644
20.42,7.73,8.809,2.53,0.2795,0.1256,3.014,511.6,153
20,6.87,6.683,2.365,0.1546,0.0878,2.446,415.7,22.2
20.83,8.275,8.316,0.72,0.1031,0.055,1.4822,268.234,52.944
20.36,7.73,8.65,2.72,0.2829,0.1516,3.024,506.5,125.2
20.45,7.37,7.41,3.082,0.12,0.0509,2.122,231.8,8.6
19.38,6.83,6.519,2.605,0.1465,0.0869,2.28,414.5,20.4
20.8,8.222,8.166,0.72,0.1031,0.055,1.4822,256.535,50.461
20.23,7.73,8.489,2.6,0.283,0.1342,3.061,503.5,114.5
20.16,7.41,7.816,3.042,0.12,0.0449,2.197,232.2,4.5
19.07,6.85,6.9,2.536,0.1488,0.0885,2.321,412.8,24.1
20.6,8.186,8.134,0.7,0.1033,0.0523,1.5454,244.642,47.523
20.18,7.71,8.295,2.68,0.2442,0.1255,2.835,517,116.4
20.08,7.37,7.376,2.947,0.14,0.1925,2.171,233.3,4.8
18.97,6.86,6.821,2.519,0.1387,0.0884,2.494,410.2,22.7
20.57,8.203,8.182,0.76,0.0943,0.052,1.4811,261.186,52.017
20.78,7.71,8.257,2.96,0.255,0.1327,2.919,512.1,133
20.83,7.39,7.845,2.982,0.1,0.1925,2.142,233.4,4.7
20,6.92,7.085,2.519,0.1196,0.088,2.22,400.7,22.5
21.05,8.253,8.301,0.77,0.1095,0.0513,1.4855,262.367,56.267
20.84,7.72,8.524,2.88,0.2273,0.1385,3.443,499.7,139.4
20.78,7.41,7.727,2.977,0.11,0.0507,2.111,234.1,5
20.28,6.94,7.16,2.519,0.1279,0.0883,2.095,398.6,21.9
21.02,8.299,8.393,0.75,0.1097,0.0509,1.4491,263.862,65.004
20.62,7.72,8.675,2.76,0.2842,0.1362,3.066,491.8,126.7
21.08,7.58,8.096,3.042,0.12,0.0499,2.143,233.8,4
20,6.94,7.086,2.434,0.172,0.0913,2.17,399.7,18.2
20.94,8.525,8.675,0.72,0.1453,0.0535,1.4804,220.15,180.338
20.53,7.71,8.712,2.76,0.2842,0.1362,3.066,485.6,104.6
20.81,7.52,7.423,3.042,0.12,0.0499,2.143,234.1,6
19.49,6.87,6.603,2.434,0.172,0.0913,2.17,399.2,20.4
20.8,9.133,10.517,0.72,0.1453,0.0535,1.4804,186.399,182.608
20.59,7.71,8.047,2.84,0.3094,0.1314,3.171,495.5,165
20.6,7.53,7.587,3.151,0.11,0.0461,2.218,234.1,4.4
19.28,6.85,6.605,2.596,0.2946,0.1038,2.275,400.7,19.6
20.4,7.71,8.24,3.02,0.2577,0.1373,3.113,492.5,170.8
20.48,7.54,7.745,3.156,0.15,0.0334,2.215,233.9,4.6
19.28,6.83,6.319,2.434,0.338,0.1081,2.392,401.9,21.1
20.72,7.7,8.506,2.93,0.2518,0.1357,2.951,482.8,140.8
20.79,7.58,8.142,2.962,0.08,0.031,2.189,234,4.7
19.49,6.83,6.465,2.596,0.3326,0.1103,2.096,401.6,20.6
20.66,7.71,8.703,2.9,0.2758,0.1362,3.155,475.8,137.7
20.76,7.61,8.264,3.072,0.1,0.0389,2.202,234.1,4.2
19.59,6.83,6.222,2.596,0.3627,0.1085,2.104,400.8,18.5
20.78,9.294,10.807,1.08,0.1568,0.0468,1.4918,211.698,107.588
20.62,7.72,8.733,2.99,0.2921,0.138,3.003,474.7,156.4
20.61,7.62,8.262,3.34,0.1,0.005,2.275,234.3,4.4
19.28,6.84,6.397,2.622,0.2986,0.1051,1.943,391.5,21.8
20.73,8.426,10.56,0.69,0.2626,0.0395,1.3328,211.536,133.295
20.43,7.71,8.45,2.81,0.2588,0.1319,2.977,476.6,149.3
20.5,7.63,8.272,3.424,0.09,0.0433,2.295,233.3,4.7
18.97,6.86,6.635,2.699,0.277,0.102,1.88,378.4,21.4
20.57,8.139,10.265,0.6,0.2083,0.0363,1.5865,226.505,134.624
20.24,7.72,8,3.11,0.3043,0.1422,3.166,483.9,200.8
20.37,7.56,7.693,3.067,0.09,0.0403,2.213,232.4,4.4
18.87,6.88,6.905,2.852,0.287,0.1096,1.853,369.8,20.5
20.56,8.062,10.076,0.56,0.1442,0.0333,1.5893,243.872,94.015
20.36,7.72,8.356,2.73,0.2592,0.1269,2.773,481.4,177.7
20.35,7.51,7.332,2.878,0.13,0.0427,2.201,231.5,4.8
18.87,6.81,5.996,2.323,0.2806,0.0952,1.994,389.8,18.7
20.56,8.08,9.974,0.95,0.1405,0.0328,1.6816,247.709,134.335
20.78,7.73,8.447,2.97,0.3122,0.1406,2.856,471,174.4
20.77,7.52,7.494,2.878,0.13,0.0382,2.214,231.7,5.6
19.28,6.79,5.773,2.605,0.2973,0.0923,1.987,395.6,19.8
20.57,8.017,9.489,0.81,0.1402,0.0302,1.6905,425.624,190.747
20.75,7.72,8.574,3.05,0.3169,0.1416,2.783,469.6,172
18.98,6.85,5.822,2.459,0.2292,0.0893,1.762,364.5,29.8
20.57,8.317,10.491,0.59,0.1141,0.0272,1.6101,253.483,115.039
20.47,7.71,8.534,2.96,0.2822,0.1424,2.794,473.1,155.4
20.61,7.55,7.539,3.126,0.13,0.0534,2.199,231.1,6.2
18.77,6.94,6.323,2.477,0.1544,0.0803,1.493,356.5,22.7
20.55,8.206,9.917,0.75,0.1584,0.0318,1.6302,251.747,110.022
20.34,7.7,8.351,2.72,0.2891,0.1363,2.877,473.1,127.6
20.33,7.51,7.273,2.967,0.12,0.043,2.161,231.5,5.4
18.49,6.97,6.338,2.613,0.1879,0.085,1.637,359.2,19.2
20.51,8.106,9.563,0.58,0.211,0.0334,1.6628,289.171,134.539
20.29,7.69,8.385,2.48,0.2859,0.1226,2.945,472.6,132.9
20.28,7.51,7.322,3.037,0.12,0.0452,2.13,232.1,5.4
18.46,6.93,6.285,2.553,0.2315,0.0891,1.525,369.3,17.6
20.3,8.119,9.795,0.51,0.1935,0.0334,1.5682,305.284,183.487
20.2,7.76,8.127,3.04,0.2861,0.1535,2.683,486.1,253
20.34,7.52,7.395,2.952,0.1,0.0434,2.103,232.6,5.4
18.46,6.9,6.204,2.664,0.2586,0.088,1.813,377.4,17.1
20.27,7.998,9.234,0.93,0.1517,0.0292,1.6674,522.146,297.748
20.66,7.73,8.314,3.2,0.3012,0.15,2.919,489.6,193.4
20.63,7.51,7.315,2.848,0.12,0.0469,2.014,234,6
18.89,6.91,6.266,2.622,0.2455,0.0876,1.755,376.6,12.9
20.53,7.64,9.057,0.92,0.1037,0.0261,1.6988,751.83,651.446
20.53,7.71,8.76,3.02,0.2524,0.1504,2.683,487.5,168.8
20.81,7.54,7.566,2.952,0.11,0.0358,2.152,233.5,5.5
19.18,6.93,6.343,2.536,0.2915,0.0882,1.625,371.6,11.6
20.43,7.866,8.751,0.91,0.1135,0.0248,1.7427,930.391,252.549
20.43,7.72,8.811,2.36,0.2849,0.1266,2.919,487.6,158.7
20.75,7.53,6.927,2.982,0.11,0.043,2.124,234,5.3
18.85,6.91,5.822,2.468,0.1911,0.0785,1.605,359.6,14.2
20.39,7.836,8.556,1.1,0.1104,0.0273,1.8546,1013.044,212.898
20.39,7.73,8.764,2.92,0.2708,0.1447,2.825,482.1,166
20.54,7.48,6.726,2.927,0.1,0.0355,2.112,234.2,5
18.66,6.93,6.168,2.468,0.1574,0.0726,1.53,353.7,14.4
20.32,7.722,8.272,1.08,0.1141,0.028,1.831,1033.459,172.955
20.35,7.7,8.15,3.12,0.3085,0.1454,2.762,470.7,168.3
20.43,7.51,7.32,2.927,0.1,0.043,2.049,235.8,5
18.66,6.94,6.298,2.579,0.1657,0.0766,1.508,355.4,14.7
20.24,7.683,8.124,1.13,0.1224,0.0294,1.8464,1135.071,161.429
20.44,7.67,7.843,2.57,0.2665,0.1385,2.773,468.6,125.1
20.52,7.49,7.118,2.828,0.12,0.0377,2.027,236.9,5
18.87,6.94,6.625,0.41,0.1961,0.0807,1.641,364.1,14.7
20.28,7.623,7.997,1.56,0.1574,0.0319,1.8387,1378.452,192.21
21.05,7.68,7.982,2.85,0.2859,0.1425,2.689,480.8,176.3
20.89,7.53,7.371,2.932,0.21,0.0456,2.027,237.9,5.8
19.33,6.95,6.64,0.41,0.8336,0.0759,1.656,367.2,11.8
20.55,7.614,7.793,1.41,0.2379,0.0332,1.9505,1598.316,230.362
20.98,7.68,8.125,2.97,0.345,0.1441,2.794,477.7,175.8
21.12,7.58,7.77,2.996,0.16,0.0436,2.103,238.9,5.3
19.59,6.95,6.718,0.41,0.8336,0.0759,1.656,371.7,11.3
20.55,7.594,7.616,1.51,0.2903,0.0369,1.974,1709.789,204.429
20.9,7.68,8.137,2.98,0.3013,0.1429,2.856,468.4,159.2
21.36,7.6,7.491,2.991,0.15,0.0454,2.021,238.8,5.6
19.59,6.91,6.352,0.25,0.2093,0.0829,1.847,384.8,13
20.54,7.594,7.552,1.31,0.277,0.0397,2.0024,1719.947,206.799
20.86,7.66,8.064,3.84,0.2695,0.1393,2.725,463.8,142.5
21.34,7.68,8.211,2.894,0.15,0.0338,2.077,238.6,4.8
19.81,6.89,6.389,1.746,0.1762,0.08,1.774,391,15.7
20.49,7.55,7.517,1.54,0.2567,0.0402,1.9041,1750.564,218.283
20.82,7.64,7.927,4.06,0.2837,0.1391,2.778,460.5,147.5
21.08,7.66,8.17,3.083,0.15,0.0353,2.045,238,4.7
19.49,6.88,6.266,1.26,0.1876,0.0781,2.013,401.1,17.1
20.45,7.574,7.484,1.43,0.2453,0.0385,2.0051,1784.138,205.109
20.94,7.64,8.105,2.88,0.2592,0.1416,2.652,461.1,170.3
21.01,7.64,7.972,3.099,0.1,0.0345,2.066,238,4.7
19.49,6.87,6.153,1.216,0.1889,0.0753,1.956,402.9,18.3
20.46,7.58,7.61,1.76,0.2599,0.0397,1.9994,2175.542,244.135
21.09,7.65,8.151,3.175,0.09,0.0309,2.041,238.4,4.7
19.81,6.88,6.188,1.216,0.1839,0.0757,1.935,403.3,17
20.54,7.561,7.615,1.69,0.2916,0.0399,2.0151,2495.973,255.534
20.89,7.66,8.159,3.06,0.2865,0.1457,2.474,468.6,161.2
21.04,7.61,7.903,3.456,0.08,0.0402,2.093,238.9,5
20.02,6.89,6.278,2.059,0.1882,0.0736,1.893,404.8,18.5
20.54,7.594,7.618,1.79,0.3639,0.0421,2.0814,2533.101,164.782
20.77,7.66,8.35,2.81,0.2929,0.1456,2.353,477.1,165.7
21.07,7.56,7.166,3.083,0.07,0.0333,2.032,238.9,4.8
19.91,6.87,5.951,1.338,0.1978,0.0767,1.978,405.3,19.7
20.51,7.596,7.447,1.83,0.3851,0.0432,2.1215,2631.382,123.613
20.73,7.66,8.519,2.51,0.2813,0.1412,2.233,460.2,140.4
21,7.61,7.84,2.94,0.08,0.036,2.086,237.8,4.3
19.81,6.85,5.915,1.416,0.2147,0.0746,1.856,407,22
20.48,7.551,7.376,1.94,0.3387,0.0449,2.0354,2544.991,250.83
20.73,7.66,8.482,2.86,0.3196,0.1489,2.463,450.4,200.6
20.82,7.59,7.846,3.236,0.08,0.0372,2.062,237.3,4.4
19.81,6.86,6.114,1.564,0.2098,0.0858,1.908,406.9,22.5
20.44,7.559,7.149,1.88,0.361,0.0466,2.1094,2486.577,181.912
20.69,7.67,8.392,2.95,0.3002,0.1505,2.358,447.4,176.1
20.9,7.58,7.768,3.16,0.16,0.0362,2.04,236.7,4.6
19.91,6.87,6.282,0.921,0.1996,0.0815,2.024,402.6,22
20.44,7.559,7.149,2.26,0.4081,0.0472,2.0978,2486.577,181.912
