监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
2024/1/2 20:00,8,7.55,11.38,173,7.5,1.2,0.036,0.018,0.46
2024/1/3 0:00,12.3,7.39,8.47,275.7,15.3,1.2,0.03,0.024,2.99
2024/1/3 0:00,10.2,7.81,9.89,231.7,4.5,1.2,0.056,0.058,1.56
2024/1/3 0:00,11.7,8.32,10.36,582.9,8.1,1.2,0.056,0.08,2.48
2024/1/2 20:00,14.3,7.72,8.51,423.5,9.3,1.2,0.08,0.009,3.16
2024/1/2 20:00,18.9,8.06,9.06,160,140.6,1.2,0.138,0.029,1.33
2024/1/2 20:00,8,7.55,11.38,173,7.5,1.2,0.036,0.018,0.46
2024/1/3 4:00,10.8,7.62,10.56,205.2,4.9,1.2,0.071,0.033,1.86
2024/1/3 4:00,16.9,8.11,9.44,308.2,7.6,1.2,0.025,0.043,1.99
2024/1/3 8:00,10.7,7.64,10.53,204.2,5.3,1.2,0.071,0.033,1.86
2024/1/3 4:00,16.9,8.11,9.44,308.2,7.6,1.2,0.025,0.043,1.99
2024/1/3 12:00,10.4,8.16,11.54,85.9,3.5,1.2,0.025,0.012,0.85
2024/1/3 12:00,16,7.99,10.54,388.4,16.1,1.2,0.025,0.045,1.49
2024/1/3 12:00,10.8,8.14,10.3,304.4,11,1.2,0.025,0.01,0.92
2024/1/3 16:00,2.6,8.35,11.02,1167.7,206.7,1.2,0.039,0.01,3.37
2024/1/3 16:00,4.3,8.33,11.86,612.6,4.7,1.2,0.048,0.005,6.78
2024/1/3 16:00,8.9,8.19,12.76,480.6,12.4,1.2,0.025,0.012,3.28
2024/1/3 16:00,10.3,6.89,9.71,174.1,11.6,1.2,0.1,0.049,1.6
2024/1/3 16:00,14.8,8.02,9.49,427.2,5,1.2,0.042,0.036,1.49
2024/1/3 16:00,11.5,7.71,12.82,601,2.9,1.2,0.115,0.053,2.2
2024/1/3 16:00,11.6,7.73,9.55,335.4,23.4,1.2,0.292,0.065,1.97
2024/1/3 16:00,12.2,8.21,9.21,358.3,15.5,1.2,0.025,0.005,0.33
2024/1/3 16:00,7.8,8.28,12.55,364.3,16.7,1.2,0.025,0.011,1.55
2024/1/3 16:00,5.5,8.54,7.74,381.1,13.5,1.2,0.025,0.011,1.59
2024/1/3 20:00,3.8,7.7,12.56,945.6,4,1.2,0.133,0.019,23.63
2024/1/3 20:00,13.3,6.76,9.7,80.7,16.9,1.2,0.139,0.024,0.99
2024/1/3 20:00,11.1,7.95,10.67,284.1,6.1,1.2,0.025,0.035,1.42
2024/1/3 20:00,12,7.85,10.26,248.2,7.2,1.2,0.056,0.047,1.2
2024/1/3 20:00,16.9,8.3,9.74,312.8,10.8,1.2,0.025,0.033,2
2024/1/3 20:00,16.2,8.5,8.88,210.2,160.8,1.2,0.15,0.034,2.26
2024/1/3 20:00,19.2,7.95,9.47,176.9,12.5,1.2,0.025,0.016,0.28
2024/1/3 20:00,5.3,8.46,8.68,439.7,4.6,1.2,0.025,0.008,0.63
2024/1/4 0:00,3.6,7.68,12.17,953.7,4.2,1.2,0.133,0.019,23.63
2024/1/3 20:00,13.3,6.76,9.7,80.7,16.9,1.2,0.139,0.024,0.99
2024/1/4 0:00,10.8,7.87,10.27,283.7,6.7,1.2,0.025,0.035,1.42
2024/1/4 0:00,11.8,7.82,9.95,245.7,10.2,1.2,0.056,0.047,1.2
2024/1/3 20:00,16.9,8.3,9.74,312.8,10.8,1.2,0.025,0.033,2
2024/1/3 20:00,16.2,8.5,8.88,210.2,160.8,1.2,0.15,0.034,2.26
2024/1/3 20:00,19.2,7.95,9.47,176.9,12.5,1.2,0.025,0.016,0.28
2024/1/4 0:00,5.2,8.47,8.71,439.5,14.7,1.2,0.025,0.008,0.63
2024/1/1 4:00,6.5,7.69,11.78,708.7,2.6,1.2,0.058,0.018,7.8
2024/1/1 4:00,13,6.64,7.31,333.8,3.6,1.2,0.786,0.096,2.62
2024/1/1 4:00,11.2,7.51,9.22,295.5,9.2,1.2,0.057,0.049,2.14
2024/1/1 4:00,9.4,7.49,11.25,175.2,14.3,1.2,0.025,0.043,1.68
2024/1/1 4:00,8.5,7.93,11.4,490.5,19,1.2,0.025,0.014,3.26
2024/1/1 4:00,19.7,6.95,7.56,51.5,1.8,1.2,0.08,0.01,0.59
2024/1/4 4:00,10.2,8.14,11.58,297.1,16.9,1.2,0.044,0.03,1.4
2024/1/4 4:00,17.6,7.91,9.29,293.3,7.3,1.2,0.025,0.02,2.07
2024/1/4 4:00,15.5,7.11,9.4,137,2.4,1.2,0.025,0.014,1.87
2024/1/4 8:00,2,8.43,13.49,729.4,16.7,1.2,0.101,0.021,5
2024/1/4 8:00,8.2,8.46,13.05,203.3,1.3,1.2,0.025,0.005,1.3
2024/1/4 8:00,6.5,8.44,10.76,502.6,5.3,1.2,0.025,0.025,0.65
2024/1/4 8:00,17.6,8.09,8.79,308,60,1.2,0.025,0.025,1.07
2024/1/1 8:00,0.2,6.98,9.97,439,10.9,1.2,0.195,0.046,9
2024/1/1 8:00,28.8,8.79,6.61,587.4,21.3,1.2,0.058,0.06,2.47
2024/1/1 8:00,8,7.63,11.31,196.5,10.5,1.2,0.125,0.072,1.67
2024/1/1 8:00,16.8,8.29,9.38,302.6,12.5,1.2,0.025,0.043,2.01
2024/1/1 12:00,1.2,8.15,9.69,806.1,4.3,1.2,1.013,0.09,5.12
2024/1/1 12:00,11.4,7.69,9.71,388.5,9.8,1.2,0.095,0.036,2.11
2024/1/1 12:00,15.6,7.1,9.46,135.9,2,1.2,0.025,0.016,1.84
2024/1/1 12:00,16.9,8.29,9.55,302.5,10.7,1.2,0.025,0.042,2.05
2024/1/1 12:00,18.2,8.09,7.8,413.6,12.5,1.2,0.025,0.013,0.49
2024/1/1 12:00,2.4,8.62,12.14,641.5,17.1,1.2,0.19,0.005,2.48
2024/1/1 16:00,12.2,7.54,9.31,311.6,9.2,1.2,0.081,0.054,2.14
2024/1/1 16:00,17.4,7.19,10.3,125.3,6.8,1.2,0.11,0.033,1.43
2024/1/1 16:00,3.1,8.38,9.95,697.1,10.5,1.2,0.116,0.012,2.9
2024/1/1 20:00,5.4,8,11.74,941.1,7.7,1.2,0.027,0.039,5.03
2024/1/1 20:00,11.3,8.18,11.07,458.2,9.5,1.2,0.053,0.062,2.87
2024/1/2 0:00,5.6,8.11,13.15,938.4,7.9,1.2,0.027,0.039,5.03
2024/1/1 20:00,11.3,8.18,11.07,458.2,9.5,1.2,0.053,0.062,2.87
,12.3,7.48,9.07,315.9,9.1,1.2,0.07,0.051,2.01
,8.8,7.97,8.36,548.9,30.6,1.2,0.158,0.066,3.04
,16.6,7.17,9.62,180.8,21.2,1.2,0.03,0.035,2.26
2024/1/2 12:00,10.6,8.2,9.66,227.7,3.1,1.19,0.048,0.022,1.14
2024/1/2 12:00,5.4,8.44,8.69,440.9,3.8,1.19,0.025,0.008,0.63
2024/1/2 16:00,11.9,7.58,9.38,311.4,9.1,1.19,0.073,0.058,2.22
2024/1/2 16:00,13.1,8.32,9.46,387,36,1.19,0.032,0.071,1.74
2024/1/2 16:00,12.4,8.01,11.31,288.3,7.8,1.19,0.025,0.047,1.47
2024/1/2 16:00,5.8,8.44,8.62,440.9,4.2,1.19,0.025,0.007,0.62
2024/1/2 20:00,8.8,8.19,12.27,478.7,10,1.19,0.025,0.013,3.32
2024/1/2 20:00,13,7.36,7.98,196.2,3,1.19,0.044,0.038,1.3
2024/1/2 20:00,8.8,8.19,12.27,478.7,10,1.19,0.025,0.013,3.32
2024/1/2 20:00,13,7.36,7.98,196.2,3,1.19,0.044,0.038,1.3
2024/1/3 4:00,15.8,7.03,8.77,204.4,26.9,1.19,0.117,0.051,1.77
2024/1/3 4:00,12,7.4,10.18,255,12,1.19,0.043,0.034,1.93
2024/1/3 4:00,13.8,7.79,10.52,318,5.6,1.19,0.025,0.029,1.96
2024/1/3 4:00,20.2,7.27,6.18,136.4,36.7,1.19,0.025,0.032,1.5
2024/1/3 4:00,19,7.58,7.4,342.3,12.1,1.19,0.025,0.008,0.31
2024/1/3 8:00,15.7,7.07,8.8,203.5,25.5,1.19,0.117,0.051,1.77
2024/1/3 8:00,11.9,7.36,10.46,255,12.2,1.19,0.043,0.034,1.93
2024/1/3 4:00,13.8,7.79,10.52,318,5.6,1.19,0.025,0.029,1.96
2024/1/3 4:00,20.2,7.27,6.18,136.4,36.7,1.19,0.025,0.032,1.5
2024/1/3 4:00,19,7.58,7.4,342.3,12.1,1.19,0.025,0.008,0.31
2024/1/3 12:00,4.3,8.16,14.07,264,1.1,1.19,0.067,0.005,1.18
2024/1/3 12:00,0.4,6.99,10.29,438,11.4,1.19,0.182,0.045,9.37
2024/1/3 12:00,7.8,8.43,11.88,479,22.7,1.19,0.025,0.017,0.89
2024/1/3 12:00,11,7.69,10.64,206.1,5.7,1.19,0.078,0.039,1.92
2024/1/3 12:00,9.8,7.91,11.24,426.2,8.5,1.19,0.098,0.015,0.66
2024/1/3 12:00,12.9,7.33,7.76,191.5,2.7,1.19,0.052,0.039,1.34
2024/1/3 12:00,10.7,8.23,9.8,231.7,4.2,1.19,0.073,0.026,1.27
2024/1/3 12:00,9.2,8.15,10.31,301.1,4.3,1.19,0.088,0.029,1.21
2024/1/3 12:00,11.4,7.71,9.64,331.4,10.4,1.19,0.291,0.068,1.98
2024/1/3 12:00,14.3,7.73,8.46,423.4,8.3,1.19,0.072,0.011,3.15
2024/1/3 12:00,3.4,8.38,9.81,653.7,12,1.19,0.08,0.011,2.42
2024/1/3 16:00,16.9,8.18,9.98,307,7.4,1.19,0.025,0.036,1.99
2024/1/3 16:00,19.2,7.96,8.97,202,9.9,1.19,0.025,0.015,0.98
2024/1/3 16:00,12.9,8.24,12.21,286.7,6.2,1.19,0.025,0.052,1.47
2024/1/3 16:00,7.5,7.61,12.11,174.2,4.9,1.19,0.045,0.014,0.43
2024/1/3 20:00,3.1,8.32,12.73,974.9,1,1.19,0.025,0.027,12.04
2024/1/3 20:00,11,7.92,10.24,373.5,31.9,1.19,0.1,0.066,1.88
2024/1/3 20:00,13.1,8.01,9.3,360.2,21.6,1.19,0.346,0.075,1.78
2024/1/4 0:00,3.1,8.18,11.48,978.1,1.5,1.19,0.025,0.027,12.04
2024/1/3 20:00,11,7.92,10.24,373.5,31.9,1.19,0.1,0.066,1.88
2024/1/4 0:00,13,8,9.31,359.7,20.6,1.19,0.346,0.075,1.78
2024/1/1 4:00,5.7,8.13,12.45,934.1,7.7,1.19,0.036,0.04,5.05
2024/1/1 4:00,2.5,7.41,10.05,101,4.6,1.19,0.025,0.133,1.06
2024/1/1 4:00,13.1,8.49,11.05,267.1,1.9,1.19,0.025,0.008,1.77
2024/1/4 4:00,4.2,8.16,14.14,267,2.1,1.19,0.052,0.005,1.15
2024/1/4 4:00,7,7.11,15.03,260.8,2.2,1.19,0.052,0.019,2.96
2024/1/4 4:00,8.4,7.7,11.45,186.1,12.5,1.19,0.115,0.065,1.54
2024/1/4 4:00,11.4,7.95,10.28,255.7,5.3,1.19,0.025,0.037,1.22
2024/1/4 4:00,11.8,7.98,7.52,272.3,1.1,1.19,0.025,0.031,0.54
2024/1/4 4:00,16.8,7.9,7.78,592.8,46.4,1.19,0.034,0.103,3.73
2024/1/4 8:00,0.6,7.95,12.24,789.9,4.1,1.19,0.025,0.005,9.25
2024/1/4 8:00,7.9,7.51,10.7,184,13.7,1.19,0.134,0.07,1.49
2024/1/4 8:00,13,7.79,10.05,103.1,2.8,1.19,0.027,0.011,0.56
2024/1/4 8:00,11.8,7.97,7.42,272.3,1,1.19,0.025,0.029,0.52
2024/1/4 8:00,2.4,8.49,10.38,2513.4,0.3,1.19,0.026,0.005,0.91
2024/1/4 8:00,12.4,8.05,9.09,377.2,26.5,1.19,0.165,0.124,2.8
2024/1/1 8:00,2.8,8.12,15.26,830.6,4.7,1.19,0.025,0.019,12.73
2024/1/1 8:00,4.5,8.11,11.48,1026,46.2,1.19,0.028,0.095,5.91
2024/1/1 8:00,2.6,7.85,8.31,896.2,7.6,1.19,0.025,0.008,5.77
2024/1/1 8:00,2.9,8.22,10.43,801.9,13.8,1.19,0.149,0.046,14.33
2024/1/1 8:00,11.3,7.09,10.28,90,8.8,1.19,0.067,0.034,1.16
2024/1/1 8:00,12.9,6.64,7.44,324.6,5.6,1.19,0.889,0.094,2.63
2024/1/1 8:00,11.5,8.15,10.59,291.3,0.4,1.19,0.025,0.005,1.12
2024/1/1 12:00,12.5,7.78,9.44,228.6,1.7,1.19,0.025,0.028,1.12
2024/1/1 12:00,5.6,8.46,8.59,440.9,4.5,1.19,0.025,0.005,0.62
2024/1/1 16:00,11.6,7.02,9.9,60.8,3.3,1.19,0.025,0.01,0.76
2024/1/1 16:00,13.5,8.34,9.27,383.3,39.8,1.19,0.027,0.06,1.78
2024/1/1 12:00,12.5,7.78,9.44,228.6,1.7,1.19,0.025,0.028,1.12
2024/1/1 16:00,14.8,8.06,10.31,459.6,5,1.19,0.025,0.038,1.18
2024/1/1 16:00,12.3,7.69,9.76,320.9,19.9,1.19,0.112,0.061,1.84
2024/1/1 20:00,11.9,7.52,10.52,141.9,3.5,1.19,0.025,0.017,0.56
2024/1/1 20:00,16.8,7.07,9.97,38.9,2.3,1.19,0.025,0.051,0.85
2024/1/1 20:00,14.5,7.72,8.5,424.9,7.8,1.19,0.076,0.009,3.16
2024/1/1 20:00,18.8,8.09,8.7,303.2,69.8,1.19,0.025,0.028,1.12
2024/1/1 20:00,6.2,8.44,8.6,440.9,5.5,1.19,0.025,0.008,0.64
2024/1/2 0:00,11.8,7.51,10.52,141.8,3.1,1.19,0.025,0.017,0.56
2024/1/1 20:00,16.8,7.07,9.97,38.9,2.3,1.19,0.025,0.051,0.85
2024/1/1 20:00,14.5,7.72,8.5,424.9,7.8,1.19,0.076,0.009,3.16
2024/1/1 20:00,18.8,8.09,8.7,303.2,69.8,1.19,0.025,0.028,1.12
2024/1/2 0:00,6.1,8.47,8.66,441.3,5,1.19,0.025,0.008,0.64
,10.8,7.19,9.09,83.1,1.6,1.19,0.218,0.031,1.11
,15.6,7.9,8.22,414.6,13.2,1.19,0.025,0.046,1.39
,18.4,8.05,9.19,164,62.1,1.19,0.073,0.035,1.18
2024/1/2 8:00,6.7,7.64,11.42,714.9,6.4,1.19,0.057,0.018,7.76
2024/1/2 8:00,8,8.02,13.66,117,1.6,1.19,0.025,0.026,1.86
2024/1/2 8:00,13.2,6.67,9.27,79.5,10.7,1.19,0.155,0.024,0.96
2024/1/2 8:00,10.1,7.63,10.57,488,1,1.19,0.039,0.005,2.9
2024/1/2 8:00,11.9,7.77,7.49,244.6,30.7,1.19,0.025,0.04,1.21
2024/1/2 8:00,9.5,8.23,7.75,245,1.8,1.19,0.025,0.005,0.05
2024/1/2 12:00,4.2,7.75,7.16,872.5,7.8,1.18,0.025,0.007,5.57
2024/1/2 12:00,11.8,7.14,10.29,92.9,7.6,1.18,0.084,0.039,1.23
2024/1/2 12:00,13.3,6.63,9.08,79.6,10.1,1.18,0.116,0.031,0.95
2024/1/2 12:00,10.6,7.87,10.38,284.6,5.7,1.18,0.025,0.034,1.39
2024/1/2 16:00,0.4,8.07,10.81,712.9,20.2,1.18,0.318,0.005,6.71
2024/1/2 16:00,10.6,7.52,11.1,78.6,7,1.18,0.18,0.031,1.07
2024/1/2 16:00,15.9,8.18,10.8,392.2,5.1,1.18,0.025,0.045,1.23
2024/1/2 16:00,17.4,7.45,10.32,183.2,16.4,1.18,0.025,0.033,2.09
2024/1/2 16:00,15.3,7.7,7.99,162.6,16.9,1.18,0.036,0.055,1.37
2024/1/2 16:00,4.4,8.44,15.07,562.7,15.7,1.18,0.025,0.018,5.58
2024/1/2 16:00,3.1,8.43,11.29,646.3,14.2,1.18,0.207,0.005,2.48
2024/1/2 20:00,7.2,7.85,11.47,285.1,36.2,1.18,0.303,0.034,2.09
2024/1/2 20:00,15.9,7.02,8.76,198.7,24.3,1.18,0.113,0.047,1.77
2024/1/2 20:00,10.5,8.16,10.11,406.2,40.6,1.18,0.025,0.038,2.14
2024/1/2 20:00,7.2,7.85,11.47,285.1,36.2,1.18,0.303,0.034,2.09
2024/1/3 0:00,15.9,7.02,8.69,201.2,24.3,1.18,0.113,0.047,1.77
2024/1/3 0:00,10.3,8.1,9.9,406.9,41.2,1.18,0.025,0.038,2.14
2024/1/2 20:00,17,7.66,10.92,268.1,3.1,1.18,0.025,0.007,2.07
2024/1/3 4:00,11.3,8.41,9.02,2856.4,1745.3,1.18,0.125,0.089,2.5
2024/1/3 4:00,10.4,7.55,11.12,204.6,14.7,1.18,0.025,0.042,1.99
2024/1/3 4:00,10.5,8.09,10.26,369.2,1.7,1.18,0.025,0.032,1.4
2024/1/3 4:00,10.3,8.1,8.87,231.5,3.5,1.18,0.074,0.024,1.28
2024/1/3 4:00,10.5,8.13,10.01,406.6,37.7,1.18,0.025,0.034,2.1
2024/1/3 4:00,10.6,7.72,9.92,264.3,6.1,1.18,0.033,0.043,1.22
2024/1/3 4:00,10.4,7.55,11.12,204.6,14.7,1.18,0.025,0.042,1.99
2024/1/3 8:00,9.8,7.88,9.27,370.7,1.5,1.18,0.025,0.032,1.4
2024/1/3 8:00,10.3,8.1,8.82,232.3,4.2,1.18,0.074,0.024,1.28
2024/1/3 8:00,10.5,8.15,10.26,406.7,36,1.18,0.025,0.034,2.1
2024/1/3 8:00,10.8,7.79,9.78,260.1,6.4,1.18,0.033,0.043,1.22
2024/1/3 12:00,3.2,8.29,11.19,690.1,1.9,1.18,0.346,0.039,5.8
2024/1/3 12:00,13.6,7.63,8.74,81,1.8,1.18,0.025,0.005,0.83
2024/1/3 12:00,8.6,7.41,10.18,134,10.3,1.18,0.025,0.027,0.62
2024/1/3 12:00,10.6,7.58,11.27,221.2,14.4,1.18,0.025,0.042,2.08
2024/1/3 12:00,17.6,8.08,9.64,299.3,19.6,1.18,0.037,0.022,2.24
2024/1/3 12:00,15.3,8.51,9.44,441,10.1,1.18,0.025,0.035,1.58
2024/1/3 16:00,11.9,7.58,8.63,143.5,6.9,1.18,0.025,0.011,1.17
2024/1/3 16:00,8,7.88,11.52,283.9,47.5,1.18,0.322,0.04,2.32
2024/1/3 16:00,12.2,7.36,10.09,262.9,12.4,1.18,0.044,0.034,1.94
2024/1/3 16:00,11.4,7.96,10.73,228.7,4.8,1.18,0.051,0.06,1.61
2024/1/3 16:00,18.5,8.09,8.8,303.8,5.1,1.18,0.086,0.044,1.96
2024/1/3 16:00,24.1,8.15,8.59,180.4,12,1.18,0.025,0.016,0.29
2024/1/3 20:00,7.4,7.76,12.97,731.1,1.9,1.18,0.048,0.017,8.29
2024/1/3 20:00,2.9,8.35,13.64,483.6,0.01,1.18,0.025,0.005,3.48
2024/1/3 20:00,3,8.31,12.82,490,3.3,1.18,0.05,0.011,10.34
2024/1/3 20:00,0.4,6.45,8.77,229.4,2.7,1.18,0.321,0.032,3.47
2024/1/3 20:00,10.7,7.06,9.88,61,3.8,1.18,0.025,0.008,0.74
2024/1/3 20:00,11.1,7.05,10.39,95.8,8,1.18,0.105,0.044,1.3
2024/1/3 20:00,11,7.91,10.22,229.4,3.2,1.18,0.033,0.056,1.58
2024/1/3 20:00,14,8.5,10.84,274.2,1.8,1.18,0.025,0.009,1.74
2024/1/3 20:00,10.1,7.91,8.31,469.8,0.8,1.18,0.025,0.024,1.69
2024/1/3 20:00,1.1,8.38,11.96,229.2,1,1.18,0.025,0.01,1.52
2024/1/4 0:00,7,7.7,12.25,739.6,1.4,1.18,0.061,0.017,8.29
2024/1/3 20:00,2.9,8.35,13.64,483.6,0.01,1.18,0.025,0.005,3.48
2024/1/4 0:00,2.8,8.33,12.84,487,3.2,1.18,0.05,0.011,10.34
2024/1/4 0:00,0.3,6.44,8.84,227.8,2.6,1.18,0.321,0.032,3.47
2024/1/4 0:00,10.7,7.04,9.89,60.9,3.8,1.18,0.025,0.008,0.74
2024/1/4 0:00,11,7.07,10.35,95.4,10.4,1.18,0.105,0.044,1.3
2024/1/4 0:00,10.8,7.9,10.18,230.5,3.5,1.18,0.033,0.056,1.58
2024/1/3 20:00,14,8.5,10.84,274.2,1.8,1.18,0.025,0.009,1.74
2024/1/4 0:00,9.9,7.91,8.36,470,0.8,1.18,0.025,0.024,1.69
2024/1/4 0:00,1.2,8.16,11.76,227.6,0.9,1.18,0.025,0.01,1.52
2024/1/1 4:00,9.6,7.79,9.22,231.3,2.9,1.18,0.025,0.055,1.62
2024/1/1 4:00,10.6,7.95,10.19,401,0.2,1.18,0.035,0.04,2.83
2024/1/1 4:00,11.2,7.88,10.23,268.2,5.2,1.18,0.025,0.043,1.31
2024/1/1 4:00,17.1,8.25,10.79,170.6,15.5,1.18,0.025,0.035,1.74
2024/1/1 4:00,17.7,8.08,7.59,413.8,12,1.18,0.025,0.014,0.54
2024/1/4 4:00,15.6,7.04,9.06,185.7,26.3,1.18,0.113,0.05,1.8
2024/1/4 4:00,11.8,7.35,10.48,251.2,12,1.18,0.04,0.034,1.94
2024/1/4 4:00,10.9,8.18,9.21,453.6,9.1,1.18,0.051,0.039,1.51
2024/1/4 4:00,18.6,8.12,9.43,343.4,10.9,1.18,0.025,0.015,2.18
2024/1/4 4:00,10.5,7.43,10.6,591,3,1.18,0.167,0.057,2.23
2024/1/4 4:00,1.2,8.91,14.36,576,81,1.18,0.025,0.01,1.03
2024/1/4 8:00,3.1,8.27,10.84,700.8,1.6,1.18,0.389,0.039,5.86
2024/1/4 8:00,0.5,7.92,11.25,679.5,2.6,1.18,0.025,0.005,8.33
2024/1/4 8:00,2.4,8.35,10.97,1171,135.3,1.18,0.044,0.01,3.39
2024/1/4 8:00,9.9,7.21,10.86,78.8,6.4,1.18,0.072,0.023,1.37
2024/1/4 8:00,16.7,7.98,9.42,297.2,8.4,1.18,0.036,0.028,2.09
2024/1/4 8:00,17.6,7.94,8.41,325.6,1.1,1.18,0.04,0.026,1.05
2024/1/4 8:00,10.8,8.1,10.1,304.5,10.3,1.18,0.025,0.009,0.72
2024/1/4 8:00,0.5,8.57,11.86,1002,20.1,1.18,0.11,0.037,3.68
2024/1/1 8:00,9.3,7.18,9.44,77.8,2.1,1.18,0.164,0.028,1.04
2024/1/1 8:00,15.8,7.35,9.68,231.9,46.4,1.18,0.063,0.063,3
2024/1/1 8:00,17.7,8.18,9.16,325.4,3.6,1.18,0.025,0.028,2.22
2024/1/1 8:00,17.6,8.1,7.75,413.5,11.8,1.18,0.025,0.013,0.52
2024/1/1 12:00,14,7.63,8.75,86.1,1.7,1.18,0.025,0.005,0.79
2024/1/1 12:00,12,8.17,10.66,291.1,0.5,1.18,0.025,0.005,1.08
2024/1/1 12:00,17.5,8.26,10.98,169.8,14.1,1.18,0.025,0.034,1.69
2024/1/1 12:00,14.6,8.26,6.75,326.9,1.3,1.18,0.025,0.007,0.14
2024/1/1 16:00,21.4,7.64,7.59,341.6,10.4,1.18,0.025,0.008,0.35
2024/1/1 20:00,3.9,7.39,7.98,386.8,13.5,1.18,0.168,0.062,4.83
2024/1/1 20:00,11.3,7.02,9.75,60.9,3.4,1.18,0.025,0.015,0.72
2024/1/1 20:00,17.6,7.91,9.3,298.6,10.6,1.18,0.025,0.019,2.08
2024/1/2 0:00,4.1,7.39,7.89,387,8,1.18,0.168,0.062,4.83
2024/1/2 0:00,11.2,7.04,9.67,60.8,4.3,1.18,0.025,0.015,0.72
2024/1/1 20:00,17.6,7.91,9.3,298.6,10.6,1.18,0.025,0.019,2.08
,11.6,6.96,10.55,188.7,5.3,1.18,0.132,0.091,2.1
,4.3,8.31,11.6,612.2,5.1,1.18,0.052,0.007,6.99
,8.9,7.94,11.41,486.7,16.2,1.18,0.025,0.015,3.39
,14.9,7.8,8.83,391.9,16.9,1.18,0.025,0.046,1.54
,16.9,8.29,9.37,303.8,9.7,1.18,0.025,0.04,2.02
,11.2,8.13,7.74,552.9,5.6,1.18,0.031,0.083,5.99
2024/1/2 8:00,14.2,7.42,8.47,11178,25.7,1.18,0.256,0.07,2.69
2024/1/2 8:00,17.5,7.97,9.24,305.2,11.1,1.18,0.028,0.022,2.23
2024/1/2 8:00,19.1,7.55,7.22,341.8,7.8,1.18,0.025,0.008,0.36
2024/1/2 8:00,0.5,8.57,10.97,1024.1,23.9,1.18,0.128,0.038,3.58
2024/1/2 12:00,4.7,8.04,12.34,672.4,1.3,1.17,0.025,0.014,11.56
2024/1/2 12:00,11.3,7.98,10.89,363.2,23.6,1.17,0.107,0.106,1.72
2024/1/2 12:00,11.2,7.68,10.38,99.4,6.6,1.17,0.025,0.023,0.85
2024/1/2 12:00,12.2,7.87,7.1,244.6,16.9,1.17,0.025,0.038,1.2
2024/1/2 12:00,13,7.77,9.08,116.1,6,1.17,0.091,0.02,1.02
2024/1/2 16:00,10.8,8.2,10.27,407.2,39,1.17,0.025,0.045,2.07
2024/1/2 16:00,18.3,8.06,8.65,314,4.6,1.17,0.087,0.047,2.08
2024/1/2 16:00,13.4,8.23,9.13,996.5,3.9,1.17,0.025,0.005,0.37
2024/1/2 20:00,5.7,8,11.74,945.9,7.5,1.17,0.025,0.039,4.93
2024/1/2 20:00,10.3,7.44,10.65,73.3,7.6,1.17,0.098,0.022,1.16
2024/1/2 20:00,17.5,7.89,9.32,304.6,11.3,1.17,0.025,0.021,2.11
2024/1/2 20:00,14.9,8.12,9.06,399.7,4.8,1.17,0.025,0.037,1.48
2024/1/3 0:00,5.7,8.08,12.72,948.4,7.6,1.17,0.025,0.039,4.93
2024/1/3 0:00,10.7,7.28,10.83,55.8,7.6,1.17,0.098,0.022,1.16
2024/1/2 20:00,17.5,7.89,9.32,304.6,11.3,1.17,0.025,0.021,2.11
2024/1/3 0:00,14.8,8.12,9.05,399.9,5,1.17,0.025,0.037,1.48
2024/1/3 4:00,10.2,7.19,10.84,69.3,7.3,1.17,0.107,0.022,1.1
2024/1/3 4:00,11.2,6.93,10.55,150.4,11.4,1.17,0.12,0.106,2.07
2024/1/3 4:00,12.2,6.9,9.94,91.6,32.8,1.17,0.025,0.016,1.81
2024/1/3 4:00,10.4,7.83,10.17,285.4,5.9,1.17,0.025,0.036,1.49
2024/1/3 0:00,16.8,7.6,10.79,266.2,4.2,1.17,0.025,0.008,2.06
2024/1/3 4:00,12,8.24,10.12,639.8,11.8,1.17,0.025,0.095,3.1
2024/1/3 8:00,10.1,7.17,10.93,73.5,7.1,1.17,0.107,0.022,1.1
2024/1/3 4:00,11.2,6.93,10.55,150.4,11.4,1.17,0.12,0.106,2.07
2024/1/3 4:00,12.2,6.9,9.94,91.6,32.8,1.17,0.025,0.016,1.81
2024/1/3 8:00,10.3,7.82,10.2,285.2,5.8,1.17,0.025,0.036,1.49
2024/1/3 8:00,12,8.24,10.08,641.1,11.1,1.17,0.025,0.095,3.1
2024/1/3 12:00,20.7,7.57,7.32,343.5,9.9,1.17,0.025,0.01,0.34
2024/1/3 12:00,3.5,8.17,11.58,655.8,23.6,1.17,0.347,0.08,3.49
2024/1/3 16:00,9.9,8.2,10.97,304.3,4.5,1.17,0.06,0.026,1.19
2024/1/3 16:00,11.2,7.99,12.27,342.8,1.7,1.17,0.025,0.005,0.66
2024/1/3 20:00,12.2,6.61,10.19,75.7,24.8,1.17,0.228,0.043,1.48
2024/1/3 20:00,8.9,8.19,12.29,479.1,6.8,1.17,0.025,0.01,3.26
2024/1/3 20:00,12.7,8.08,7.9,245.5,36.3,1.17,0.025,0.037,1.17
2024/1/3 20:00,10.9,8.23,9.67,452.7,9.3,1.17,0.048,0.038,1.44
2024/1/3 20:00,14.2,7.77,10.78,317.7,3.9,1.17,0.034,0.028,1.99
