监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024/1/17 16:00,Ⅲ,3.8,8.24,12.73,1594.6,35.4,4.69,0.642,0.117,10.12
2024/1/17 16:00,Ⅲ,1.4,8.63,14.44,1530.6,9.2,5.91,0.055,0.058,9.08
2024/1/17 16:00,Ⅱ,4.6,8.73,13.66,2658.8,50.1,3.54,0.123,0.052,5.3
2024/1/17 16:00,Ⅲ,8.8,8.23,12.17,3733.6,4.4,5.28,0.042,0.028,3.91
2024/1/17 16:00,Ⅱ,3.8,8.94,15.71,1330.3,75.4,2.12,0.025,0.015,2.29
2024/1/17 16:00,Ⅲ,3.7,8.16,14.36,1974.7,11.2,4.25,0.695,0.075,10.15
2024/1/17 16:00,Ⅲ,4.2,8.28,15.37,1975.5,15.5,4.07,0.54,0.062,10.82
2024/1/17 16:00,Ⅲ,2.9,8.39,12.8,3322.9,26.2,4.72,0.193,0.06,5.14
2024/1/17 20:00,Ⅲ,6.1,8.37,11.17,2568.8,10.4,4.92,0.173,0.034,3.17
2024/1/17 20:00,Ⅳ,5.5,8.3,14.69,875.8,36.4,6.66,0.85,0.142,5.42
2024/1/17 20:00,Ⅱ,4.2,8.17,11.29,303.3,5.1,2.13,0.192,0.012,0.54
2024/1/17 20:00,Ⅱ,4.6,8.31,12.1,1088.8,8.4,3.18,0.297,0.053,4.83
2024/1/17 20:00,Ⅱ,6.7,8.19,11.94,614.9,5.7,2.57,0.187,0.023,3.7
2024/1/17 20:00,Ⅱ,4.7,8.01,12.38,411.3,8.2,2.57,0.293,0.042,7.11
2024/1/17 20:00,Ⅱ,5.6,7.91,13.07,295.2,4.9,2.66,0.025,0.017,2.61
2024/1/17 20:00,Ⅱ,6.6,8.12,12.21,694,11.1,3.77,0.059,0.076,5.17
2024/1/17 20:00,Ⅱ,7.3,7.72,9.75,537.6,1.6,0.83,0.025,0.032,4.43
2024/1/17 20:00,Ⅰ,4.4,8.2,12.29,568.3,9.3,0.95,0.068,0.009,3.2
2024/1/17 20:00,Ⅰ,4.5,8.24,11.84,665.6,3.4,1.85,0.025,0.017,2.61
2024/1/17 20:00,Ⅱ,5.5,8.31,11.06,478.9,5.7,2.6,0.115,0.014,0.68
2024/1/17 20:00,Ⅱ,6.6,8.13,11.34,431.3,7.6,3.01,0.042,0.018,1.44
2024/1/17 20:00,Ⅱ,6.4,7.54,10.69,298.7,11.2,1.96,0.047,0.012,0.62
2024/1/17 20:00,Ⅰ,6.2,8.64,12.11,656.7,5.9,0.43,0.025,0.005,4.95
2024/1/17 20:00,Ⅱ,6.9,7.73,11.8,918,15.7,1.3,0.391,0.051,8.66
2024/1/17 20:00,Ⅰ,5.5,7.77,9.9,436.5,2.8,0.81,0.025,0.015,2.24
2024/1/17 20:00,Ⅳ,5.2,8.12,12.2,2076.6,25.6,4.65,1.086,0.216,9.66
2024/1/17 20:00,Ⅰ,8.3,8.23,11.08,466.1,2.3,0.41,0.049,0.005,7.24
2024/1/17 20:00,Ⅳ,7.2,7.96,11.2,1897.2,10,4.73,0.814,0.204,15.79
2024/1/17 20:00,Ⅰ,5.6,8.2,13.78,663.1,6.2,1.64,0.065,0.019,8.35
2024/1/17 20:00,Ⅲ,5.9,7.8,10.3,2319.9,9.6,3.16,0.829,0.09,6.07
2024/1/17 20:00,Ⅲ,7.4,7.95,11.03,2596,15.3,4.94,0.606,0.196,9.54
2024/1/17 20:00,劣Ⅴ,5.9,8.5,12.62,2781.3,16.3,5.52,3.55,0.187,8.13
2024/1/17 20:00,Ⅲ,4,8.19,12.68,1408.3,56.5,4.85,0.05,0.062,3.7
2024/1/17 20:00,Ⅲ,6,8.07,10.9,1708.7,8.6,4.31,0.025,0.029,3.28
2024/1/17 20:00,Ⅱ,2.5,8.31,13.22,1071.1,21.7,1.76,0.138,0.023,5.97
2024/1/17 20:00,Ⅳ,5.6,7.58,4.27,2518.3,6.1,4.54,0.025,0.028,3.76
2024/1/17 20:00,Ⅲ,4.7,7.86,10.51,951.5,27,4.75,0.112,0.052,3.45
2024/1/17 20:00,Ⅰ,5.2,8.22,12.87,845.6,6.1,1.46,0.025,0.019,2.45
2024/1/17 20:00,Ⅲ,5.6,8.61,10.29,1222.3,40.8,3.08,0.193,0.114,4.51
2024/1/17 20:00,Ⅱ,4.4,8.23,13.38,703.1,6.1,3.74,0.13,0.017,0.7
2024/1/17 20:00,Ⅱ,5.2,8.39,13.09,876.7,9.2,2.74,0.124,0.026,4.9
2024/1/17 20:00,Ⅲ,9.5,7.8,12.39,1513.5,7.2,3.3,0.551,0.107,7.32
2024/1/17 20:00,Ⅱ,5.5,8.08,12.63,505.6,5.4,1.99,0.09,0.024,4.28
2024/1/17 20:00,Ⅲ,8.1,8.07,12.78,943.3,11.4,4.41,0.32,0.056,3.97
2024/1/17 20:00,Ⅲ,5.1,8.61,15.57,862.7,11.8,3.54,0.69,0.061,7.31
2024/1/17 20:00,Ⅰ,4.5,8.29,10.85,487.5,13.2,1.18,0.145,0.005,1.99
2024/1/17 20:00,Ⅰ,5.7,8.17,10.21,501,3.2,0.25,0.025,0.006,1.26
2024/1/17 20:00,Ⅰ,7.4,8.33,13.59,455.4,0.8,0.68,0.035,0.014,3.25
2024/1/17 16:00,Ⅰ,7.2,8.12,12.76,490.3,1.3,0.83,0.025,0.011,2.92
2024/1/17 20:00,Ⅰ,7.1,8.26,13.11,443.3,1.2,1.07,0.025,0.01,1.65
2024/1/17 16:00,Ⅱ,9.6,8.15,10.34,562.3,9,2.94,0.03,0.035,3.59
2024/1/17 20:00,Ⅰ,11.4,8.13,10.13,289.2,2.8,1.45,0.025,0.008,1.24
2024/1/17 20:00,Ⅱ,11.6,7.88,10.92,307.4,15.6,1.18,0.025,0.024,1.12
2024/1/17 20:00,Ⅰ,10.4,8.2,10.94,289.8,1.3,1.2,0.025,0.006,1
2024/1/17 20:00,Ⅱ,6.4,8.37,10.26,419.3,3.2,3.58,0.03,0.027,2.28
2024/1/17 20:00,Ⅱ,5.4,7.25,11.92,628.3,12.5,0.25,0.169,0.006,6.33
2024/1/17 20:00,Ⅰ,4,8.23,13.37,269.2,2.2,1.21,0.025,0.005,1.25
2024/1/17 20:00,Ⅱ,9.9,8.14,12.99,348.2,3.6,1.99,0.025,0.025,2.05
2024/1/17 20:00,Ⅰ,8.2,7.97,11.38,576,2.4,1.24,0.025,0.008,4.52
2024/1/17 20:00,Ⅱ,4.2,7.95,9.96,1934.1,13,3.77,0.287,0.046,6.98
2024/1/17 20:00,Ⅲ,4.9,8.1,12.52,1912.1,35.7,3.8,0.899,0.132,6.5
2024/1/17 20:00,Ⅲ,5,8.76,15.13,1937.5,14.4,5.74,0.09,0.065,4.6
2024/1/17 20:00,Ⅱ,6.8,8.33,11.27,374.2,3,2.78,0.025,0.017,1.16
2024/1/17 20:00,Ⅳ,12.8,7.1,4.38,525.7,32.5,4.29,0.168,0.086,6.7
2024/1/17 20:00,Ⅰ,5.8,7.95,13.36,250.6,20.3,1.94,0.025,0.013,1.96
2024/1/17 20:00,Ⅱ,8,7.3,9.12,187.1,2.4,3.65,0.025,0.008,0.89
2024/1/17 20:00,Ⅱ,7.7,7.55,10.69,117.3,1.6,2.18,0.025,0.013,0.56
2024/1/17 20:00,Ⅰ,7.1,7.4,10.26,284.1,8.3,1.45,0.049,0.02,1.89
2024/1/17 20:00,Ⅱ,6,7.78,8.59,1073.5,11.9,3.44,0.15,*,*
2024/1/17 20:00,Ⅲ,6.5,8.12,9.8,1243.6,5,4.44,0.243,0.059,4.59
2024/1/17 20:00,Ⅲ,8,7.98,12.19,864.7,34,5.13,0.51,0.12,5.81
2024/1/17 20:00,Ⅱ,7.5,8.38,11.67,758.8,3.9,2.7,0.041,0.012,3.33
2024/1/17 20:00,Ⅲ,5.6,7.79,9.9,969.9,11.2,4.73,0.86,0.076,6.1
2024/1/17 20:00,Ⅳ,6,8.26,7.99,1632.5,4.4,6.56,0.396,0.025,1.08
2024/1/17 20:00,Ⅲ,5.4,8.14,14.08,959.3,3.8,4.17,0.72,0.077,4.77
2024/1/17 20:00,Ⅲ,6.1,8.84,14.17,1575.7,17.2,5.05,0.29,0.042,1.8
2024/1/17 20:00,Ⅲ,6.3,8.41,12.62,803.2,24,5.01,0.358,0.137,5.56
2024/1/17 20:00,Ⅲ,5.3,8.43,12.19,659,39.5,4.29,0.127,0.063,2.72
2024/1/17 20:00,Ⅲ,5.9,8.08,12.36,1692.5,3.5,4.26,0.445,0.068,7.92
2024/1/17 20:00,Ⅱ,5.4,7.82,10.87,288.2,10.3,2.57,0.169,0.009,1.12
2024/1/17 20:00,Ⅳ,5.6,8.33,13.8,1022,33,7.36,0.058,0.105,7.79
2024/1/17 20:00,Ⅱ,7.5,8.4,12.1,931.1,10.4,1.71,0.025,0.032,4.04
2024/1/17 20:00,Ⅲ,8.4,7.38,10.47,641.7,25.7,4.94,0.604,0.187,4.7
2024/1/17 20:00,Ⅲ,7.2,8.12,11.38,324.1,11.8,4.4,0.025,0.033,0.65
2024/1/17 20:00,Ⅲ,6.1,7.98,11.88,201,69.3,3.11,0.025,0.038,1.15
2024/1/17 20:00,Ⅲ,6.2,7.74,11.32,204.9,23.9,2.85,0.025,0.03,0.7
2024/1/17 20:00,Ⅲ,6.9,7.67,11.48,202,33.7,2.42,0.025,0.028,1.08
2024/1/17 20:00,Ⅲ,7.1,7.14,11.26,198.5,43.2,2.97,0.025,0.036,0.91
2024/1/17 20:00,Ⅱ,8.3,8.32,12.52,366.3,50.4,2.41,0.117,0.071,1.16
2024/1/17 20:00,Ⅱ,11.6,8.32,10.46,437.6,60.5,0.77,0.025,0.067,2.05
2024/1/17 20:00,Ⅲ,19,7.02,8.19,0.9,0.2,4.24,0.692,0.086,3.12
2024/1/17 20:00,Ⅲ,7.9,7.8,8.84,467.1,126.5,5.03,0.6,0.059,2.11
2024/1/17 20:00,Ⅱ,5.9,7.82,11.02,180.6,16,1.57,0.386,0.051,1.49
2024/1/17 16:00,Ⅱ,8.7,7.43,7.73,361.6,40.6,3.4,0.327,0.047,3.19
2024/1/17 20:00,Ⅲ,6.9,7.78,11.51,689.7,27.6,3.31,0.727,0.081,3.21
2024/1/17 20:00,Ⅱ,12.3,8.26,9.35,313,25.5,0.64,0.035,0.069,1.49
2024/1/17 20:00,Ⅱ,9,8.13,10.19,566.1,11.7,2.51,0.11,0.052,0.81
2024/1/17 20:00,Ⅰ,9.2,8.48,14.86,324.9,1.6,1.28,0.025,0.005,1.54
2024/1/17 20:00,Ⅱ,6.4,8.55,12.52,441.9,3.8,2.26,0.233,0.069,2.32
2024/1/17 20:00,Ⅲ,9.4,7.81,10.21,697,3.9,2.51,0.221,0.1,7.64
2024/1/17 20:00,Ⅱ,6.1,8.17,12.68,207,1.9,1.53,0.158,0.021,2.36
2024/1/17 20:00,Ⅱ,10.8,7.73,8.63,289.2,6.8,3.47,0.105,0.025,1.3
2024/1/17 20:00,Ⅱ,9.6,7.92,10.52,251.6,4.1,1.03,0.065,0.026,1.45
2024/1/17 20:00,Ⅰ,12.3,7.63,7.79,219.5,1.5,0.81,0.025,0.005,0.95
2024/1/17 20:00,Ⅰ,10.7,7.59,9.29,258.7,3,1.74,0.065,0.016,1.42
2024/1/17 20:00,Ⅱ,6.9,7.85,10.4,602.2,1.8,2.03,0.063,0.063,5.32
2024/1/17 20:00,Ⅰ,7.3,8.2,11.52,374.5,4.6,1.24,0.025,0.011,1.84
2024/1/17 20:00,Ⅳ,11.3,7.68,14.76,662.7,42,4.53,0.291,0.233,8.75
2024/1/17 20:00,Ⅰ,6.7,8.06,11.33,451.9,6.1,0.44,0.045,0.008,1.48
2024/1/17 20:00,Ⅰ,12.1,7.66,7.59,249.5,1.2,0.74,0.025,0.008,2.04
2024/1/17 20:00,Ⅱ,14.4,7.84,8.98,381.2,9.1,1.28,0.025,0.059,1.59
2024/1/17 20:00,Ⅰ,11.4,7.6,9.56,305.5,5.3,0.74,0.026,0.014,2.02
2024/1/17 20:00,Ⅱ,15.5,7.81,8.7,431.1,3,1.5,0.025,0.04,1.47
2024/1/17 20:00,Ⅱ,8.9,8.45,14.34,370.1,68.1,1.16,0.025,0.022,1.31
2024/1/17 20:00,Ⅱ,8.1,7.89,11.56,411.2,0.9,1.37,0.055,0.021,1.31
2024/1/17 20:00,Ⅲ,6.7,7.93,11.98,581.9,117.7,3.68,0.705,0.079,4.26
2024/1/17 20:00,Ⅰ,13.6,8.11,8.36,242,2.1,0.8,0.025,0.011,1.66
2024/1/17 20:00,Ⅰ,8.2,7.81,11.93,327.3,3.5,1.99,0.025,0.005,1.05
2024/1/17 20:00,Ⅱ,13.8,8.08,10,386.5,16.3,1.11,0.025,0.04,1.51
2024/1/17 20:00,Ⅲ,7,7.79,11.45,603.1,66.8,4.92,0.489,0.106,5.38
2024/1/17 20:00,Ⅱ,5,7.99,12.58,550.2,42.7,3.35,0.197,0.044,4.72
2024/1/17 20:00,Ⅱ,4.1,7.84,10.51,529.3,22.1,3.29,0.154,0.048,4.3
2024/1/17 20:00,Ⅱ,9.5,8.27,11.19,321.4,6.3,1.85,0.088,0.024,1.36
2024/1/17 20:00,Ⅱ,11.5,7.96,10.99,320,4.7,1.74,0.114,0.02,1.9
2024/1/17 20:00,Ⅱ,7,8.6,12.75,391.7,4,2.22,0.026,0.033,1.52
2024/1/17 20:00,Ⅳ,6.1,8.86,18.04,859.6,21.1,7.7,0.197,0.089,5.63
2024/1/17 20:00,Ⅱ,11.3,7.91,10.57,315.5,17.5,1.01,0.075,0.03,1.37
2024/1/17 20:00,Ⅱ,6.9,8.17,13.71,1030,7,2.53,0.078,0.061,1.69
2024/1/17 20:00,Ⅰ,8.7,7.76,10.9,508.4,1.8,1.2,0.122,0.005,2.89
2024/1/17 20:00,Ⅰ,8.7,8.04,11.22,334.8,9.3,1.74,0.025,0.008,0.49
2024/1/17 20:00,Ⅱ,8.4,8.18,12.51,353.6,5.7,1.78,0.048,0.032,1.82
2024/1/17 20:00,Ⅱ,7.4,8.21,12.02,353.7,3,1.65,0.043,0.029,1.7
2024/1/17 20:00,Ⅱ,8.7,7.81,11.67,323.4,6.5,1.48,0.04,0.024,1.76
2024/1/17 20:00,Ⅲ,7.6,8.38,11.96,759,1.7,4.55,0.025,0.046,2.88
2024/1/17 20:00,Ⅱ,6.9,8.42,11.91,245.5,2.9,2.02,0.113,0.016,0.57
2024/1/17 20:00,Ⅱ,7,7.8,10.28,421.9,4.2,1.56,0.034,0.028,0.3
2024/1/17 12:00,Ⅱ,8.7,7.91,8.78,405.5,7.7,2.17,0.139,0.057,1.83
2024/1/17 20:00,Ⅲ,6.6,8.2,11.57,474.2,9.6,4.87,0.256,0.035,4
2024/1/17 20:00,Ⅱ,8.7,8.3,10.15,438.4,6.1,3.03,0.025,0.02,3.16
2024/1/17 20:00,Ⅱ,8.3,8.53,11.28,300.1,8,2.52,0.025,0.019,0.48
2024/1/17 20:00,Ⅳ,8.1,8.88,13.19,531.9,24.3,8.31,0.102,0.079,1.96
2024/1/17 20:00,Ⅲ,8.8,7.92,11.89,526.9,23.3,5.47,0.184,0.046,3.2
2024/1/17 20:00,Ⅳ,5.8,7.82,10.07,497.4,95.8,7.68,0.116,0.1,1.77
2024/1/17 20:00,Ⅴ,4.9,8.4,12.73,414.7,202.6,8.28,0.194,0.116,3.53
2024/1/17 20:00,Ⅱ,9.4,8.36,11.51,421.1,2.9,0.56,0.025,0.048,1.59
2024/1/17 16:00,Ⅱ,6.4,8.24,13.53,343.7,3.6,1.51,0.066,0.025,1.72
2024/1/17 20:00,Ⅱ,10,7.96,10.64,480.4,24.9,2.75,0.098,0.049,2.77
2024/1/17 20:00,Ⅱ,8.3,7.98,11.22,619.4,29.8,3.43,0.329,0.048,2.86
2024/1/17 20:00,Ⅱ,9,7.99,13.98,550.5,6.8,3.81,0.025,0.034,0.72
2024/1/17 20:00,Ⅲ,6.1,7.73,9.51,517.9,10,4.03,0.583,0.14,2.98
2024/1/17 20:00,Ⅱ,10.2,8.33,11,433.2,8.7,1.45,0.025,0.048,1.36
2024/1/17 20:00,Ⅱ,7.8,7.96,11.4,381.5,19.2,1.64,0.026,0.023,1.51
2024/1/17 20:00,Ⅱ,9.5,8.2,10.51,497.6,8.3,0.9,0.027,0.067,1.47
2024/1/17 20:00,Ⅱ,12.6,8.08,11.67,435.6,3.2,0.89,0.025,0.069,1.53
2024/1/17 20:00,Ⅰ,8.2,8.17,10.63,414.3,0.9,1.22,0.046,0.008,1.32
2024/1/17 20:00,Ⅰ,6.3,7.32,10.94,117.7,1.9,1.21,0.025,*,*
2024/1/17 20:00,Ⅰ,4.4,8.32,15.38,231.1,0.7,1.69,0.027,*,*
2024/1/17 20:00,Ⅱ,8.2,7.44,11.29,129.7,1.1,1.54,0.025,0.024,0.64
2024/1/17 20:00,Ⅱ,8,7.38,11.27,176.2,8,1.59,0.164,0.038,0.68
2024/1/17 16:00,Ⅲ,7.3,6.99,11.03,202.8,46.9,3.7,0.21,0.132,1.6
2024/1/17 16:00,Ⅲ,11.4,7.47,10.22,195.2,36,3.32,0.58,0.118,2.42
2024/1/17 20:00,Ⅱ,11.9,7.86,9.63,402,31.4,1.86,0.025,0.096,1.64
2024/1/17 20:00,Ⅲ,7,8.15,11.23,287.6,11.3,3.78,0.025,0.034,0.93
2024/1/17 20:00,Ⅱ,11.5,7.46,9.22,235.7,2.4,1.88,0.21,0.006,0.62
2024/1/17 20:00,Ⅱ,10.1,7.61,11.9,226,5.2,1.82,0.466,0.03,2.38
2024/1/17 20:00,Ⅲ,7.6,8.19,12.71,370.8,6.4,4.6,0.099,0.034,1.61
2024/1/17 20:00,Ⅰ,10,7.81,11.33,258.8,7.5,0.49,0.025,0.011,1.15
2024/1/17 20:00,Ⅱ,7.8,7.5,8.41,405.1,10.8,1.15,0.097,0.096,3.31
2024/1/17 20:00,Ⅱ,8.8,8.22,11.27,471.8,18.6,0.58,0.025,0.049,2.9
2024/1/17 20:00,Ⅰ,12.2,7.75,9.78,269.2,3.4,0.81,0.025,0.005,1.34
2024/1/17 16:00,Ⅰ,13.7,7.79,9.33,293.6,1.3,0.3,0.025,0.019,0.85
2024/1/17 16:00,Ⅰ,10.9,8.44,12.88,300.9,12.6,0.84,0.025,0.01,0.85
2024/1/17 20:00,Ⅱ,14.1,8,9.33,436.6,12.6,0.88,0.025,0.035,1.42
2024/1/17 20:00,Ⅰ,7.8,8.24,9.62,278.6,5.6,0.85,0.025,0.011,0.99
2024/1/17 20:00,Ⅰ,8.7,8.16,11.21,296.4,11.6,1.83,0.093,0.018,1.6
2024/1/17 20:00,Ⅰ,8,8.16,11.52,470.2,5.5,1.53,0.08,0.014,0.44
2024/1/17 16:00,Ⅱ,7.7,8.16,11.25,435,28.2,3.18,0.139,0.064,1.44
2024/1/17 20:00,Ⅱ,8.8,8.12,11.09,337.3,14.3,1.73,0.099,0.026,1.63
2024/1/17 20:00,Ⅲ,7,7.52,9.1,527.5,7,4.38,0.468,0.094,1.9
2024/1/17 20:00,Ⅱ,10,7.83,10.35,323,4.5,1.59,0.115,0.024,2.21
2024/1/17 20:00,Ⅱ,10.7,7.48,7.47,413.5,15.2,3.35,0.205,0.076,3.49
2024/1/17 20:00,Ⅲ,12.4,7.6,10.11,455.8,10.6,2.33,0.382,0.106,6.06
2024/1/17 20:00,Ⅱ,8,7.92,9.98,845.1,15.8,3.47,0.154,0.05,2.39
2024/1/17 20:00,Ⅱ,11.3,7.74,9.47,133.5,47.4,1.41,0.15,0.022,2.14
2024/1/17 16:00,Ⅱ,11.2,8.16,11.45,343.5,2,1.93,0.151,0.02,2.03
2024/1/17 20:00,Ⅱ,11.7,8,10.17,326.1,34.7,1.89,0.041,0.058,2.27
2024/1/17 20:00,Ⅱ,10,8.41,9.57,475.4,1.9,2.35,0.025,0.04,2.05
2024/1/17 20:00,Ⅱ,11.1,8.01,9.76,624.1,7.4,2.31,0.347,0.035,3.61
2024/1/17 16:00,Ⅱ,8.8,8.06,11.9,300.2,1.6,2.46,0.025,0.012,0.93
2024/1/17 20:00,Ⅱ,12.2,8.02,9.84,208.5,2.2,1.48,0.04,0.04,1.45
2024/1/17 16:00,Ⅱ,13.5,7.3,8.38,244,3.5,0.52,0.025,0.047,1.6
2024/1/17 20:00,Ⅰ,11.7,7.65,10.12,274.7,3.3,0.89,0.078,0.017,2.09
2024/1/17 16:00,Ⅱ,13.2,6.85,7.89,194.1,2.9,0.72,0.109,0.039,1.34
2024/1/17 16:00,Ⅱ,10,7.52,8.49,179.8,1.3,1.77,0.076,0.044,1.65
2024/1/17 16:00,Ⅱ,11,7.81,11.1,201.7,5.5,2.23,0.058,0.035,2.03
2024/1/17 20:00,Ⅱ,11.8,7.35,10.46,251.2,2.7,0.81,0.111,0.035,1.5
2024/1/17 16:00,Ⅱ,12.6,6.96,7.4,374,4.4,3.02,0.163,0.097,3.55
2024/1/17 20:00,Ⅰ,10.2,8.14,8.99,270.2,3.5,1.61,0.025,0.005,1.18
2024/1/17 20:00,Ⅱ,11.3,8.05,10.93,230.3,3.1,1.36,0.155,0.02,1.16
2024/1/17 20:00,Ⅱ,10.3,7.41,10.56,102.6,3.2,1.21,0.066,0.029,1.12
2024/1/17 20:00,Ⅱ,10.3,8.46,11.14,257,11,2.18,0.274,0.053,1.38
2024/1/17 20:00,Ⅱ,12.3,7.59,8.57,623.1,6.1,2.09,0.305,0.059,5.86
2024/1/17 20:00,Ⅰ,11.4,7.35,10.48,119.4,3.3,1,0.025,0.02,0.63
2024/1/17 20:00,Ⅳ,8.8,8.08,10.55,321.2,36.3,1.3,0.184,0.1,1.89
2024/1/17 20:00,Ⅳ,7.3,7.53,8.95,316.9,65.1,2.63,0.025,0.1,1.55
2024/1/17 20:00,Ⅱ,9.6,7.98,9.61,367.7,34.5,2.28,0.025,0.078,1.64
2024/1/17 20:00,Ⅱ,6.6,7.64,10.11,369.3,7.4,1.02,0.062,0.046,1.58
2024/1/17 20:00,Ⅱ,8.2,8.29,11.47,431.3,18.5,2.93,0.189,0.045,1.49
2024/1/17 20:00,Ⅱ,8.6,7.09,10.76,168.5,7,2.55,0.412,0.062,2.02
2024/1/17 20:00,Ⅱ,6.4,7.87,11.46,192,30.8,3.59,0.366,0.081,1.95
2024/1/17 20:00,Ⅱ,8.6,7.81,12.36,259.4,13.8,1.78,0.025,0.032,1.41
2024/1/17 20:00,Ⅲ,7.2,7.73,7.93,248.9,15.1,1.24,0.154,0.044,1.2
2024/1/17 16:00,Ⅰ,8.5,7.99,12.72,280.2,7.7,0.53,0.025,0.012,1.19
2024/1/17 20:00,Ⅱ,9.4,8.11,10.77,379.3,9.3,1.1,0.025,0.042,1.38
2024/1/17 16:00,Ⅱ,12.6,8.04,11.35,219,43.5,1.57,0.025,0.033,1.16
2024/1/17 20:00,Ⅰ,10.7,8.27,11.54,283.8,3.1,1.12,0.097,0.018,0.89
2024/1/17 20:00,Ⅲ,8.5,8.15,10.96,304.9,22.7,1.32,0.025,0.032,1.31
2024/1/17 20:00,Ⅲ,9.8,8.13,10.42,416,30.7,1.46,0.025,0.035,1.92
2024/1/17 20:00,Ⅲ,9.4,8.02,13.25,231.4,42.2,1.34,0.027,0.048,1.31
2024/1/17 20:00,Ⅱ,10.4,7.81,10.15,326.5,8.3,1.45,0.065,0.041,2.51
2024/1/17 20:00,Ⅱ,9.6,8.03,10.48,234,3.7,1.81,0.054,0.052,1.67
2024/1/17 20:00,Ⅱ,11.1,8.12,10.29,321,3.5,1.43,0.025,0.052,1.95
2024/1/17 20:00,Ⅰ,14,7.12,8.66,111.2,1.4,0.64,0.025,0.005,0.67
2024/1/17 20:00,Ⅱ,10.3,6.81,9.13,144.9,7.9,1.21,0.121,0.041,1.3
2024/1/17 20:00,Ⅰ,11.8,8.41,12.19,184.7,4.3,1.91,0.025,0.007,0.82
2024/1/17 20:00,Ⅱ,11.2,7.74,9.3,170.9,5.5,1.71,0.042,0.022,1.09
2024/1/17 20:00,Ⅱ,12,7.3,13.68,190.1,5.4,0.44,0.025,0.024,0.96
2024/1/17 20:00,Ⅱ,11.3,7.82,10.14,246.2,9.1,0.99,0.025,0.038,1.24
2024/1/17 20:00,Ⅰ,10.5,8.26,10.89,423.1,1.2,0.28,0.139,0.014,2.25
2024/1/17 20:00,Ⅱ,11.7,8.51,12.49,110.5,1.3,2.15,0.025,0.016,0.33
2024/1/17 20:00,Ⅱ,12.6,7.76,9.44,184.4,3.1,1.1,0.025,0.022,0.74
2024/1/17 20:00,Ⅱ,12.1,8.17,9.27,433.3,11.2,1.3,0.025,0.041,1.6
2024/1/17 20:00,Ⅱ,10.8,8.04,9.54,454.3,2.4,0.77,0.025,0.023,1.06
2024/1/17 20:00,Ⅰ,13.4,7.75,8.76,357.7,3.1,0.5,0.025,0.015,1.42
2024/1/17 20:00,Ⅱ,12.8,8.03,10.06,234.6,5.1,1.37,0.048,0.034,0.98
2024/1/17 20:00,Ⅱ,10.2,8.2,11.35,265.9,24.7,1.11,0.025,0.034,1.19
2024/1/17 20:00,Ⅱ,9.2,8.07,12.11,287.3,7.9,1.34,0.025,0.028,1.86
2024/1/17 20:00,Ⅱ,8.2,7.68,11.99,487.5,2.7,2.58,0.025,0.028,2.5
2024/1/17 20:00,Ⅱ,11.2,7.87,10.69,241.8,6.4,1.29,0.05,0.043,1.09
2024/1/17 20:00,Ⅰ,9.9,8.27,10.96,390,9.3,0.98,0.043,0.01,2.34
2024/1/17 20:00,Ⅱ,11.2,8.39,11.65,367.3,17.4,1.61,0.025,0.033,2.4
2024/1/17 20:00,Ⅰ,10.9,7.88,10.45,403.3,2.4,0.9,0.075,0.015,2.47
2024/1/17 20:00,Ⅰ,14.1,7.88,8.15,331.8,11.9,0.78,0.025,0.016,1.5
2024/1/17 20:00,Ⅱ,10.8,8.2,11.43,237.3,6.1,1.01,0.037,0.034,1.2
2024/1/17 16:00,Ⅱ,17,7.91,8.84,22604.4,16.5,3.37,0.332,0.044,2.53
2024/1/17 16:00,Ⅱ,17.2,7.97,8.42,14566,32.1,1.88,0.299,0.052,2.53
2024/1/17 20:00,Ⅱ,16.9,7.45,6.77,11073.8,8.3,3.44,0.445,0.065,4.81
2024/1/17 16:00,Ⅱ,14,7,9.48,95.2,10.7,1.26,0.06,0.034,1.15
2024/1/17 16:00,Ⅱ,16.6,7.68,9.03,321.3,14.3,1.99,0.194,0.065,3.18
2024/1/17 16:00,Ⅱ,15.5,7.14,9.75,101,11.8,1.12,0.13,0.026,1.06
2024/1/17 16:00,Ⅱ,16.6,7.45,8.35,150.9,11.7,1.31,0.112,0.022,1.38
2024/1/17 16:00,Ⅲ,16.1,7.18,6.49,486.7,37.8,4.57,0.762,0.194,5.19
2024/1/17 16:00,Ⅱ,16.7,7.41,8.09,6845.4,27,3.49,0.389,0.055,4.59
2024/1/17 20:00,Ⅱ,16.5,7.22,8.59,176.7,28,1.48,0.1,0.032,2.2
2024/1/17 16:00,Ⅰ,11.3,7.38,11.79,95.6,13,0.53,0.025,0.019,0.77
2024/1/17 12:00,Ⅰ,11.3,6.88,10.19,59.3,68.8,1.52,0.057,*,*
2024/1/17 16:00,Ⅱ,14.2,7.61,9.04,329.7,9.3,1.05,0.138,0.044,2.42
2024/1/17 16:00,Ⅴ,15.3,6.97,8.27,193.6,3.8,1.91,1.861,0.042,3.04
2024/1/17 16:00,Ⅲ,10.7,8.47,9.63,439.3,9.9,1.74,0.485,0.118,3.16
2024/1/17 20:00,Ⅱ,14.8,7.58,8.03,282.3,4,1.06,0.187,0.043,2.05
